,date,manner_of_death,age,city,state,threat_level,flee,body_camera,poverty_rate,Median Income_x,percent_completed_hs_x,gender_M,race_B,race_H,race_N,race_P,race_W,armed_unarmed,armed_undetermined,signs_of_mental_illness_True,Age_range_20 - 35,Age_range_36 - 49,Age_range_50 - 64,Age_range_Over 65,Age_range_Under 12,daysofweek_Monday,daysofweek_Saturday,daysofweek_Sunday,daysofweek_Thursday,daysofweek_Tuesday,daysofweek_Wednesday,month_August,month_December,month_February,month_January,month_July,month_June,month_March,month_May,month_November,month_October,month_September,year_2014,year_2015,year_2016,year_2017,year_2018,refined_cities,Geographic Area,City_x,Median Income_y,city_refind,City_y,share_white,share_black,share_native_american,share_asian,share_hispanic,sum,City,percent_completed_hs_y
5564,2013-03-05,Gunshot,37,st. louis,MO,,,,20.11,41961.21,83.52,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,st. louis,MO,st. louis city,35599,st. louis,St. Louis city,0,0.49,0,0.03,0.04,99.8,St. Louis city,84.1
5617,2013-02-09,Gunshot,32,st. louis,MO,,,,20.11,41961.21,83.52,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,st. louis,MO,st. louis city,35599,st. louis,St. Louis city,0,0.49,0,0.03,0.04,99.8,St. Louis city,84.1
5621,2013-02-07,Gunshot,32,st. louis,MO,,,,20.11,41961.21,83.52,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,st. louis,MO,st. louis city,35599,st. louis,St. Louis city,0,0.49,0,0.03,0.04,99.8,St. Louis city,84.1
5653,2013-01-19,Gunshot,22,st. louis,MO,,,,20.11,41961.21,83.52,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,st. louis,MO,st. louis city,35599,st. louis,St. Louis city,0,0.49,0,0.03,0.04,99.8,St. Louis city,84.1
1759,2017-01-24,shot,22,sugar creek,MO,no_attack,fleeing,False,20.11,41961.21,83.52,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,sugar creek,MO,sugar creek city,35738,sugar creek,Sugar Creek city,0.01,0.02,0,0.01,0.07,101.6,Sugar Creek city,88.2
2711,2016-01-30,shot,42,sugar creek,MO,attack,fleeing,False,20.11,41961.21,83.52,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,sugar creek,MO,sugar creek city,35738,sugar creek,Sugar Creek city,0.01,0.02,0,0.01,0.07,101.6,Sugar Creek city,88.2
3290,2015-07-07,shot,35,sugar creek,MO,attack,fleeing,False,20.11,41961.21,83.52,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,sugar creek,MO,sugar creek city,35738,sugar creek,Sugar Creek city,0.01,0.02,0,0.01,0.07,101.6,Sugar Creek city,88.2
2414,2016-05-18,shot,44,sullivan,MO,attack,fleeing,False,20.11,41961.21,83.52,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,sullivan,MO,sullivan city,30507,sullivan,Sullivan city,0.01,0,0,0,0.02,100.60000000000002,Sullivan city,79.3
3879,2014-11-26,Gunshot,41,versailles,MO,,,,20.11,41961.21,83.52,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,versailles,MO,versailles city,26055,versailles,Versailles city,0.01,0.03,0.01,0,0.03,99.39999999999999,Versailles city,71.6
3632,2015-03-01,shot,49,barton,MS,attack,Not fleeing,False,26.88,35002.1,78.47,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,barton,,,,,,,,,,,,,
1080,2017-10-11,shot,61,biloxi,MS,attack,fleeing,False,26.88,35002.1,78.47,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,biloxi,MS,biloxi city,39011,biloxi,Biloxi city,0.01,0.19,0,0.04,0.09,101.60000000000001,Biloxi city,85.1
2592,2016-03-10,shot,37,biloxi,MS,no_attack,Not fleeing,False,26.88,35002.1,78.47,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,biloxi,MS,biloxi city,39011,biloxi,Biloxi city,0.01,0.19,0,0.04,0.09,101.60000000000001,Biloxi city,85.1
4470,2014-04-29,Gunshot,27,brandon,MS,,,,26.88,35002.1,78.47,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,brandon,MS,brandon city,71944,brandon,Brandon city,0.01,0.17,0,0.01,0.02,100.3,Brandon city,93.3
3009,2015-10-12,shot,31,brookhaven,MS,attack,Not fleeing,False,26.88,35002.1,78.47,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,brookhaven,MS,brookhaven city,30487,brookhaven,Brookhaven city,0,0.54,0,0.01,0.01,99.60000000000001,Brookhaven city,84.8
4163,2014-08-11,Gunshot,52,canton,MS,,,,26.88,35002.1,78.47,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,canton,MS,canton city,39910,canton,Canton city,0,0.74,0,0.01,0.05,100.5,Canton city,71.8
4160,2014-08-12,Gunshot,30,choctaw,MS,,,,26.88,35002.1,78.47,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,choctaw,,,,,,,,,,,,,
105,2018-11-10,shot,41,clarksdale,MS,attack,Not fleeing,False,,,,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,clarksdale,MS,clarksdale city,28988,clarksdale,Clarksdale city,0,0.79,0,0.01,0.01,100.1,Clarksdale city,79.3
5534,2013-03-13,Gunshot,20,cleveland,MS,,,,26.88,35002.1,78.47,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,cleveland,MS,cleveland city,32692,cleveland,Cleveland city,0,0.5,0,0.01,0.01,100.2,Cleveland city,83
4967,2013-10-20,Gunshot,42,coffeeville,MS,,,,26.88,35002.1,78.47,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,coffeeville,MS,coffeeville town,26136,coffeeville,Coffeeville town,0,0.56,0,0.01,0.01,98.89999999999999,Coffeeville town,73.6
1016,2017-11-04,shot,24,columbus,MS,no_attack,Not fleeing,True,26.88,35002.1,78.47,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,columbus,MS,columbus city,30968,columbus,Columbus city,0,0.6,0,0.01,0.01,99.70000000000002,Columbus city,80.6
1578,2017-03-27,shot,45,columbus,MS,attack,fleeing,False,26.88,35002.1,78.47,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,columbus,MS,columbus city,30968,columbus,Columbus city,0,0.6,0,0.01,0.01,99.70000000000002,Columbus city,80.6
2994,2015-10-16,shot,33,columbus,MS,no_attack,fleeing,False,26.88,35002.1,78.47,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,columbus,MS,columbus city,30968,columbus,Columbus city,0,0.6,0,0.01,0.01,99.70000000000002,Columbus city,80.6
4512,2014-04-14,Gunshot,45,corinth,MS,,,,26.88,35002.1,78.47,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,corinth,MS,corinth city,31800,corinth,Corinth city,0.01,0.23,0,0,0.05,100.60000000000001,Corinth city,80.3
5477,2013-04-20,Gunshot,25,crystal springs,MS,,,,26.88,35002.1,78.47,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,crystal springs,MS,crystal springs city,35685,crystal springs,Crystal Springs city,0,0.61,0,0,0.02,101.10000000000001,Crystal Springs city,75
4413,2014-05-19,Gunshot,25,forest,MS,,,,26.88,35002.1,78.47,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,forest,MS,forest city,33204,forest,Forest city,0,0.47,0,0,0.23,104.10000000000001,Forest city,67
2616,2016-03-01,shot,37,gautier,MS,attack,Not fleeing,False,26.88,35002.1,78.47,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,gautier,MS,gautier city,44675,gautier,Gautier city,0.01,0.32,0,0.01,0.05,100.8,Gautier city,88.4
189,2018-10-04,shot,25,greenville,MS,attack,,False,,,,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,greenville,MS,greenville city,29206,greenville,Greenville city,0,0.78,0,0.01,0.01,100.00000000000001,Greenville city,78.7
1774,2017-01-21,shot,44,greenville,MS,attack,Not fleeing,False,26.88,35002.1,78.47,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,greenville,MS,greenville city,29206,greenville,Greenville city,0,0.78,0,0.01,0.01,100.00000000000001,Greenville city,78.7
420,2018-06-25,shot,30,grenada,MS,no_attack,fleeing,False,,,,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,grenada,MS,grenada city,28952,grenada,Grenada city,0,0.54,0,0,0.01,99.9,Grenada city,72.9
710,2018-03-03,shot,41,gulfport,MS,attack,Not fleeing,False,26.88,35002.1,78.47,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,gulfport,MS,gulfport city,36474,gulfport,Gulfport city,0.01,0.36,0,0.02,0.05,100.30000000000001,Gulfport city,84.5
778,2018-02-03,shot,49,gulfport,MS,attack,fleeing,False,26.88,35002.1,78.47,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,gulfport,MS,gulfport city,36474,gulfport,Gulfport city,0.01,0.36,0,0.02,0.05,100.30000000000001,Gulfport city,84.5
969,2017-11-20,shot,15,gulfport,MS,no_attack,Not fleeing,False,26.88,35002.1,78.47,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,gulfport,MS,gulfport city,36474,gulfport,Gulfport city,0.01,0.36,0,0.02,0.05,100.30000000000001,Gulfport city,84.5
3644,2015-02-26,shot,49,gulfport,MS,no_attack,Not fleeing,False,26.88,35002.1,78.47,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,gulfport,MS,gulfport city,36474,gulfport,Gulfport city,0.01,0.36,0,0.02,0.05,100.30000000000001,Gulfport city,84.5
4333,2014-06-13,Gunshot,61,gulfport,MS,,,,26.88,35002.1,78.47,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,gulfport,MS,gulfport city,36474,gulfport,Gulfport city,0.01,0.36,0,0.02,0.05,100.30000000000001,Gulfport city,84.5
1131,2017-09-22,shot,40,hattiesburg,MS,attack,Not fleeing,False,26.88,35002.1,78.47,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,hattiesburg,MS,hattiesburg city,26852,hattiesburg,Hattiesburg city,0,0.53,0,0.01,0.04,100.30000000000001,Hattiesburg city,84.6
1918,2016-11-25,shot,23,hattiesburg,MS,attack,fleeing,False,26.88,35002.1,78.47,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,hattiesburg,MS,hattiesburg city,26852,hattiesburg,Hattiesburg city,0,0.53,0,0.01,0.04,100.30000000000001,Hattiesburg city,84.6
4104,2014-08-30,Gunshot,21,hattiesburg,MS,,,,26.88,35002.1,78.47,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,hattiesburg,MS,hattiesburg city,26852,hattiesburg,Hattiesburg city,0,0.53,0,0.01,0.04,100.30000000000001,Hattiesburg city,84.6
2648,2016-02-20,shot,45,iuka,MS,attack,Not fleeing,False,26.88,35002.1,78.47,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,iuka,MS,iuka city,31684,iuka,Iuka city,0.01,0.06,0,0,0.02,100.00000000000001,Iuka city,68.8
3672,2015-02-15,shot,34,iuka,MS,attack,fleeing,False,26.88,35002.1,78.47,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,iuka,MS,iuka city,31684,iuka,Iuka city,0.01,0.06,0,0,0.02,100.00000000000001,Iuka city,68.8
522,2018-05-09,shot,33,jackson,MS,attack,Not fleeing,False,26.88,35002.1,78.47,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,jackson,MS,jackson city,32250,jackson,Jackson city,0,0.79,0,0,0.02,99.9,Jackson city,84.1
743,2018-02-21,shot,37,jackson,MS,attack,fleeing,False,26.88,35002.1,78.47,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,jackson,MS,jackson city,32250,jackson,Jackson city,0,0.79,0,0,0.02,99.9,Jackson city,84.1
797,2018-01-27,shot,21,jackson,MS,attack,fleeing,False,26.88,35002.1,78.47,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,jackson,MS,jackson city,32250,jackson,Jackson city,0,0.79,0,0,0.02,99.9,Jackson city,84.1
3876,2014-11-28,Gunshot,42,jackson,MS,,,,26.88,35002.1,78.47,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,jackson,MS,jackson city,32250,jackson,Jackson city,0,0.79,0,0,0.02,99.9,Jackson city,84.1
1245,2017-08-04,shot,31,lauderdale county,MS,attack,Not fleeing,True,26.88,35002.1,78.47,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,lauderdale county,,,25895,,,0.48,0.52,0,0,0,,,
5279,2013-06-23,Gunshot,26,lexington,MS,,,,26.88,35002.1,78.47,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,lexington,MS,lexington city,26083,lexington,Lexington city,0,0.72,0,0,0.01,100.39999999999999,Lexington city,79.6
2790,2015-12-27,shot,36,lucedale,MS,no_attack,fleeing,False,26.88,35002.1,78.47,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,lucedale,MS,lucedale city,38900,lucedale,Lucedale city,0.01,0.29,0,0,0.02,100.60000000000001,Lucedale city,77.5
465,2018-06-08,shot,36,madison county,MS,no_attack,Not fleeing,False,,,,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,madison county,,,,,,,,,,,,,
1012,2017-11-05,shot,35,meridian,MS,attack,Not fleeing,False,26.88,35002.1,78.47,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,meridian,MS,meridian city,30355,meridian,Meridian city,0,0.61,0,0.01,0.02,100.20000000000002,Meridian city,85.5
4481,2014-04-25,Gunshot,20,meridian,MS,,,,26.88,35002.1,78.47,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,meridian,MS,meridian city,30355,meridian,Meridian city,0,0.61,0,0.01,0.02,100.20000000000002,Meridian city,85.5
4350,2014-06-08,Gunshot,29,moss point,MS,,,,26.88,35002.1,78.47,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,moss point,MS,moss point city,34831,moss point,Moss Point city,0,0.74,0,0,0.02,100.00000000000001,Moss Point city,85.6
1002,2017-11-09,shot,35,neshoba county,MS,attack,Not fleeing,False,26.88,35002.1,78.47,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,neshoba county,,,,,,,,,,,,,
4506,2014-04-16,Gunshot,49,nettleton,MS,,,,26.88,35002.1,78.47,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,nettleton,MS,nettleton city,26750,nettleton,Nettleton city,0.01,0.32,0.01,0,0.01,100.10000000000001,Nettleton city,76.1
4065,2014-09-16,Gunshot,40,pelahatchie,MS,,,,26.88,35002.1,78.47,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,pelahatchie,MS,pelahatchie town,31599,pelahatchie,Pelahatchie town,0.01,0.33,0,0,0.05,100.49999999999999,Pelahatchie town,71.1
1429,2017-06-02,shot,34,petal,MS,attack,Not fleeing,False,26.88,35002.1,78.47,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,petal,MS,petal city,53169,petal,Petal city,0.01,0.1,0,0.01,0.03,100.4,Petal city,88.5
3836,2014-12-14,Gunshot,23,ridgeland,MS,,,,26.88,35002.1,78.47,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,ridgeland,MS,ridgeland city,56747,ridgeland,Ridgeland city,0.01,0.32,0,0.04,0.05,101.10000000000001,Ridgeland city,93.3
3590,2015-03-15,shot,27,ruth,MS,no_attack,Not fleeing,False,26.88,35002.1,78.47,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,ruth,,,,,,,,,,,,,
2961,2015-10-28,shot,57,smithville,MS,attack,Not fleeing,False,26.88,35002.1,78.47,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,smithville,MS,smithville town,37583,smithville,Smithville town,0.01,0.02,0,0,0.02,99.8,Smithville town,77.6
1285,2017-07-23,shot,41,southaven,MS,attack,Not fleeing,False,26.88,35002.1,78.47,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,southaven,MS,southaven city,58227,southaven,Southaven city,0.01,0.22,0,0.02,0.05,100.2,Southaven city,88.4
1756,2017-01-25,shot,54,southaven,MS,attack,Not fleeing,False,26.88,35002.1,78.47,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,southaven,MS,southaven city,58227,southaven,Southaven city,0.01,0.22,0,0.02,0.05,100.2,Southaven city,88.4
3991,2014-10-18,Gunshot,38,southaven,MS,,,,26.88,35002.1,78.47,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,southaven,MS,southaven city,58227,southaven,Southaven city,0.01,0.22,0,0.02,0.05,100.2,Southaven city,88.4
4391,2014-05-28,Gunshot,20,southaven,MS,,,,26.88,35002.1,78.47,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,southaven,MS,southaven city,58227,southaven,Southaven city,0.01,0.22,0,0.02,0.05,100.2,Southaven city,88.4
2430,2016-05-09,shot,23,st. martin,MS,attack,Not fleeing,False,26.88,35002.1,78.47,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,st. martin,MS,,,st. martin,,,,,,,,St. Martin,86.2
1035,2017-10-29,shot,46,tate county,MS,attack,fleeing,False,26.88,35002.1,78.47,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,tate county,,,,,,,,,,,,,
2334,2016-06-18,shot,37,tupelo,MS,attack,fleeing,False,26.88,35002.1,78.47,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,tupelo,MS,tupelo city,41487,tupelo,Tupelo city,0.01,0.37,0,0.01,0.03,100.1,Tupelo city,87.2
2352,2016-06-11,shot,27,tupelo,MS,attack,fleeing,False,26.88,35002.1,78.47,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,tupelo,MS,tupelo city,41487,tupelo,Tupelo city,0.01,0.37,0,0.01,0.03,100.1,Tupelo city,87.2
5074,2013-09-03,Gunshot,31,tupelo,MS,,,,26.88,35002.1,78.47,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,tupelo,MS,tupelo city,41487,tupelo,Tupelo city,0.01,0.37,0,0.01,0.03,100.1,Tupelo city,87.2
2322,2016-06-22,shot,44,walls,MS,attack,fleeing,False,26.88,35002.1,78.47,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,walls,MS,walls town,38558,walls,Walls town,0,0.61,0,0.01,0.03,99.3,Walls town,87.2
1385,2017-06-16,shot,41,water valley,MS,attack,fleeing,False,26.88,35002.1,78.47,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,water valley,MS,water valley city,30218,water valley,Water Valley city,0.01,0.42,0,0,0.01,99.89999999999998,Water Valley city,77.3
1388,2017-06-16,shot,24,water valley,MS,no_attack,fleeing,False,26.88,35002.1,78.47,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,water valley,MS,water valley city,30218,water valley,Water Valley city,0.01,0.42,0,0,0.01,99.89999999999998,Water Valley city,77.3
588,2018-04-10,shot,44,billings,MT,no_attack,Not fleeing,False,16.51,45119.98,90.49,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,billings,MT,billings city,51012,billings,Billings city,0.01,0.01,0.04,0.01,0.05,100.7,Billings city,92.8
593,2018-04-09,shot and Tasered,29,billings,MT,attack,Not fleeing,True,16.51,45119.98,90.49,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,billings,MT,billings city,51012,billings,Billings city,0.01,0.01,0.04,0.01,0.05,100.7,Billings city,92.8
974,2017-11-18,shot,24,billings,MT,attack,fleeing,False,16.51,45119.98,90.49,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,billings,MT,billings city,51012,billings,Billings city,0.01,0.01,0.04,0.01,0.05,100.7,Billings city,92.8
1018,2017-11-04,shot,30,billings,MT,attack,,False,16.51,45119.98,90.49,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,billings,MT,billings city,51012,billings,Billings city,0.01,0.01,0.04,0.01,0.05,100.7,Billings city,92.8
1476,2017-05-12,shot,30,billings,MT,attack,Not fleeing,False,16.51,45119.98,90.49,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,billings,MT,billings city,51012,billings,Billings city,0.01,0.01,0.04,0.01,0.05,100.7,Billings city,92.8
1992,2016-10-27,shot,32,billings,MT,no_attack,Not fleeing,False,16.51,45119.98,90.49,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,billings,MT,billings city,51012,billings,Billings city,0.01,0.01,0.04,0.01,0.05,100.7,Billings city,92.8
2601,2016-03-07,shot,42,billings,MT,attack,Not fleeing,False,16.51,45119.98,90.49,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,billings,MT,billings city,51012,billings,Billings city,0.01,0.01,0.04,0.01,0.05,100.7,Billings city,92.8
3712,2015-01-30,shot,48,billings,MT,attack,fleeing,False,16.51,45119.98,90.49,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,billings,MT,billings city,51012,billings,Billings city,0.01,0.01,0.04,0.01,0.05,100.7,Billings city,92.8
4510,2014-04-14,Gunshot,38,billings,MT,,,,16.51,45119.98,90.49,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,billings,MT,billings city,51012,billings,Billings city,0.01,0.01,0.04,0.01,0.05,100.7,Billings city,92.8
