,date,manner_of_death,age,city,state,threat_level,flee,body_camera,poverty_rate,Median Income_x,percent_completed_hs_x,gender_M,race_B,race_H,race_N,race_P,race_W,armed_unarmed,armed_undetermined,signs_of_mental_illness_True,Age_range_20 - 35,Age_range_36 - 49,Age_range_50 - 64,Age_range_Over 65,Age_range_Under 12,daysofweek_Monday,daysofweek_Saturday,daysofweek_Sunday,daysofweek_Thursday,daysofweek_Tuesday,daysofweek_Wednesday,month_August,month_December,month_February,month_January,month_July,month_June,month_March,month_May,month_November,month_October,month_September,year_2014,year_2015,year_2016,year_2017,year_2018,refined_cities,Geographic Area,City_x,Median Income_y,city_refind,City_y,share_white,share_black,share_native_american,share_asian,share_hispanic,sum,City,percent_completed_hs_y
5247,2013-07-05,Gunshot,42,billings,MT,,,,16.51,45119.98,90.49,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,billings,MT,billings city,51012,billings,Billings city,0.01,0.01,0.04,0.01,0.05,100.7,Billings city,92.8
5612,2013-02-11,Gunshot,32,billings,MT,,,,16.51,45119.98,90.49,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,billings,MT,billings city,51012,billings,Billings city,0.01,0.01,0.04,0.01,0.05,100.7,Billings city,92.8
5701,2013-01-06,Gunshot,29,billings,MT,,,,16.51,45119.98,90.49,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,billings,MT,billings city,51012,billings,Billings city,0.01,0.01,0.04,0.01,0.05,100.7,Billings city,92.8
4636,2014-03-03,Gunshot,19,browning,MT,,,,16.51,45119.98,90.49,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,browning,MT,browning town,23750,browning,Browning town,0,0,0.91,0,0.04,101.9,Browning town,85.8
4656,2014-02-20,Gunshot,70,browning,MT,,,,16.51,45119.98,90.49,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,browning,MT,browning town,23750,browning,Browning town,0,0,0.91,0,0.04,101.9,Browning town,85.8
2335,2016-06-16,shot,36,butte,MT,attack,Not fleeing,True,16.51,45119.98,90.49,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,butte,,,,,,,,,,,,,
3817,2014-12-21,Gunshot,28,deer lodge,MT,,,,16.51,45119.98,90.49,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,deer lodge,MT,deer lodge city,37934,deer lodge,Deer Lodge city,0.01,0.01,0.01,0.01,0.01,99.99999999999999,Deer Lodge city,89.2
2926,2015-11-10,shot,22,dillon,MT,attack,Not fleeing,False,16.51,45119.98,90.49,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,dillon,MT,dillon city,38750,dillon,Dillon city,0.01,0,0.01,0,0.03,100.4,Dillon city,92.5
278,2018-08-19,shot,40,great falls,MT,no_attack,Not fleeing,False,,,,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,great falls,MT,great falls city,42896,great falls,Great Falls city,0.01,0.01,0.05,0.01,0.03,98.9,Great Falls city,91
927,2017-12-11,shot,51,great falls,MT,no_attack,,False,16.51,45119.98,90.49,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,great falls,MT,great falls city,42896,great falls,Great Falls city,0.01,0.01,0.05,0.01,0.03,98.9,Great Falls city,91
1154,2017-09-11,shot,25,great falls,MT,no_attack,fleeing,False,16.51,45119.98,90.49,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,great falls,MT,great falls city,42896,great falls,Great Falls city,0.01,0.01,0.05,0.01,0.03,98.9,Great Falls city,91
5425,2013-05-08,Gunshot,29,great falls,MT,,,,16.51,45119.98,90.49,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,great falls,MT,great falls city,42896,great falls,Great Falls city,0.01,0.01,0.05,0.01,0.03,98.9,Great Falls city,91
4626,2014-03-06,Gunshot,47,hamilton,MT,,,,16.51,45119.98,90.49,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,hamilton,MT,hamilton city,27907,hamilton,Hamilton city,0.01,0,0.01,0.01,0.03,100.39999999999999,Hamilton city,91
787,2018-02-01,shot,26,helena,MT,no_attack,,False,16.51,45119.98,90.49,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,helena,MT,helena city,49852,helena,Helena city,0.01,0,0.02,0.01,0.03,99.5,Helena city,94.4
5364,2013-05-29,Gunshot,61,helena,MT,,,,16.51,45119.98,90.49,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,helena,MT,helena city,49852,helena,Helena city,0.01,0,0.02,0.01,0.03,99.5,Helena city,94.4
3767,2015-01-08,shot,28,huntley,MT,no_attack,Not fleeing,False,16.51,45119.98,90.49,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,huntley,MT,,,huntley,,,,,,,,Huntley,100
2780,2016-01-02,shot and Tasered,37,livingston,MT,no_attack,Not fleeing,False,16.51,45119.98,90.49,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,livingston,MT,livingston city,40619,livingston,Livingston city,0.01,0,0.01,0,0.03,99.89999999999999,Livingston city,94.7
571,2018-04-15,shot,36,lodge grass,MT,no_attack,Not fleeing,False,16.51,45119.98,90.49,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,lodge grass,MT,lodge grass town,23854,lodge grass,Lodge Grass town,0,0,0.89,0,0.01,97.9,Lodge Grass town,83.4
2233,2016-07-27,shot,20,malta,MT,attack,Not fleeing,False,16.51,45119.98,90.49,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,malta,MT,malta city,30697,malta,Malta city,0.01,0,0.06,0,0.02,96.2,Malta city,88.8
90,2018-11-17,shot,49,missoula,MT,attack,Not fleeing,False,,,,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,missoula,MT,missoula city,41421,missoula,Missoula city,0.01,0.01,0.03,0.01,0.03,99.5,Missoula city,96.2
3790,2014-12-31,Gunshot,20,missoula,MT,,,,16.51,45119.98,90.49,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,missoula,MT,missoula city,41421,missoula,Missoula city,0.01,0.01,0.03,0.01,0.03,99.5,Missoula city,96.2
5204,2013-07-19,Gunshot,62,st. regis,MT,,,,16.51,45119.98,90.49,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,st. regis,MT,,,st. regis,,,,,,,,St. Regis,83.5
3190,2015-08-07,shot,53,superior,MT,no_attack,fleeing,False,16.51,45119.98,90.49,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,superior,MT,superior town,22069,superior,Superior town,0.01,0.01,0.01,0.02,0.02,99.6,Superior town,89.2
1465,2017-05-16,shot,38,three forks,MT,attack,fleeing,False,16.51,45119.98,90.49,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,three forks,MT,three forks city,51603,three forks,Three Forks city,0.01,0,0,0,0.02,101.3,Three Forks city,90.9
5381,2013-05-24,Gunshot,49,worden,MT,,,,16.51,45119.98,90.49,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,worden,MT,,,worden,,,,,,,,Worden,100
328,2018-07-28,shot,33,aberdeen,NC,attack,Not fleeing,False,,,,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,aberdeen,NC,aberdeen town,46932,aberdeen,Aberdeen town,0.01,0.25,0.01,0.02,0.05,100.8,Aberdeen town,85.8
2573,2016-03-16,shot,40,anson county,NC,attack,Not fleeing,False,19.75,43302.34,83.25,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,anson county,,,,,,,,,,,,,
4485,2014-04-23,Gunshot,55,ararat,NC,,,,19.75,43302.34,83.25,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,ararat,,,,,,,,,,,,,
3142,2015-08-23,shot,53,archdale,NC,attack,Not fleeing,False,19.75,43302.34,83.25,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,archdale,NC,archdale city,50420,archdale,Archdale city,0.01,0.04,0.01,0.05,0.04,101.19999999999999,Archdale city,81.4
3283,2015-07-08,shot,62,ashe county,NC,attack,fleeing,True,19.75,43302.34,83.25,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,ashe county,,,,,,,,,,,,,
2284,2016-07-02,shot,35,asheville,NC,no_attack,fleeing,False,19.75,43302.34,83.25,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,asheville,NC,asheville city,43334,asheville,Asheville city,0.01,0.13,0,0.01,0.06,100.9,Asheville city,92.3
5014,2013-09-29,Gunshot,19,asheville,NC,,,,19.75,43302.34,83.25,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,asheville,NC,asheville city,43334,asheville,Asheville city,0.01,0.13,0,0.01,0.06,100.9,Asheville city,92.3
4916,2013-10-31,Gunshot,40,beaufort,NC,,,,19.75,43302.34,83.25,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,beaufort,NC,beaufort town,33701,beaufort,Beaufort town,0.01,0.17,0,0.01,0.03,99.5,Beaufort town,87.7
4757,2014-01-05,Gunshot,18,boiling spring lakes,NC,,,,19.75,43302.34,83.25,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,boiling spring lakes,NC,boiling spring lakes city,41880,boiling spring lakes,Boiling Spring Lakes city,0.01,0.04,0,0.01,0.03,99.80000000000001,Boiling Spring Lakes city,81.2
3611,2015-03-09,shot,58,brevard,NC,attack,Not fleeing,False,19.75,43302.34,83.25,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,brevard,NC,brevard city,39659,brevard,Brevard city,0.01,0.11,0,0.01,0.04,99.3,Brevard city,89.9
5360,2013-05-31,Gunshot,54,broad creek,NC,,,,19.75,43302.34,83.25,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,broad creek,NC,,,broad creek,,,,,,,,Broad Creek,88.6
347,2018-07-23,shot,33,burlington,NC,no_attack,Not fleeing,False,,,,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,burlington,NC,burlington city,36140,burlington,Burlington city,0.01,0.27,0.01,0.02,0.15,104.39999999999999,Burlington city,81.9
672,2018-03-16,shot,62,burnsville,NC,no_attack,,False,19.75,43302.34,83.25,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,burnsville,NC,burnsville town,24083,burnsville,Burnsville town,0.01,0.02,0.01,0,0.1,104.99999999999999,Burnsville town,78.5
3157,2015-08-19,shot,44,canton,NC,attack,Not fleeing,False,19.75,43302.34,83.25,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,canton,NC,canton town,34388,canton,Canton town,0.01,0.02,0.01,0,0.05,101.19999999999999,Canton town,79.9
1440,2017-05-28,shot,22,cary,NC,attack,Not fleeing,False,19.75,43302.34,83.25,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,cary,NC,cary town,91579,cary,Cary town,0.01,0.08,0,0.13,0.08,102.3,Cary town,95.3
779,2018-02-02,shot,27,charlotte,NC,no_attack,Not fleeing,True,19.75,43302.34,83.25,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,charlotte,NC,charlotte city,53637,charlotte,Charlotte city,0,0.34,0,0.05,0.13,103.6,Charlotte city,88.4
1166,2017-09-06,shot,29,charlotte,NC,no_attack,Not fleeing,False,19.75,43302.34,83.25,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,charlotte,NC,charlotte city,53637,charlotte,Charlotte city,0,0.34,0,0.05,0.13,103.6,Charlotte city,88.4
1627,2017-03-08,shot,25,charlotte,NC,no_attack,Not fleeing,False,19.75,43302.34,83.25,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,charlotte,NC,charlotte city,53637,charlotte,Charlotte city,0,0.34,0,0.05,0.13,103.6,Charlotte city,88.4
1751,2017-01-26,shot,28,charlotte,NC,no_attack,fleeing,False,19.75,43302.34,83.25,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,charlotte,NC,charlotte city,53637,charlotte,Charlotte city,0,0.34,0,0.05,0.13,103.6,Charlotte city,88.4
1846,2016-12-24,shot,18,charlotte,NC,no_attack,Not fleeing,False,19.75,43302.34,83.25,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,charlotte,NC,charlotte city,53637,charlotte,Charlotte city,0,0.34,0,0.05,0.13,103.6,Charlotte city,88.4
2082,2016-09-20,shot,43,charlotte,NC,no_attack,Not fleeing,True,19.75,43302.34,83.25,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,charlotte,NC,charlotte city,53637,charlotte,Charlotte city,0,0.34,0,0.05,0.13,103.6,Charlotte city,88.4
2167,2016-08-18,shot,29,charlotte,NC,no_attack,fleeing,True,19.75,43302.34,83.25,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,charlotte,NC,charlotte city,53637,charlotte,Charlotte city,0,0.34,0,0.05,0.13,103.6,Charlotte city,88.4
2376,2016-06-02,shot,18,charlotte,NC,no_attack,Not fleeing,True,19.75,43302.34,83.25,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,charlotte,NC,charlotte city,53637,charlotte,Charlotte city,0,0.34,0,0.05,0.13,103.6,Charlotte city,88.4
2478,2016-04-19,shot,34,charlotte,NC,attack,Not fleeing,False,19.75,43302.34,83.25,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,charlotte,NC,charlotte city,53637,charlotte,Charlotte city,0,0.34,0,0.05,0.13,103.6,Charlotte city,88.4
2773,2016-01-05,shot,33,charlotte,NC,attack,Not fleeing,False,19.75,43302.34,83.25,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,charlotte,NC,charlotte city,53637,charlotte,Charlotte city,0,0.34,0,0.05,0.13,103.6,Charlotte city,88.4
2779,2016-01-03,shot,30,charlotte,NC,attack,Not fleeing,False,19.75,43302.34,83.25,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,charlotte,NC,charlotte city,53637,charlotte,Charlotte city,0,0.34,0,0.05,0.13,103.6,Charlotte city,88.4
2802,2015-12-24,shot,18,charlotte,NC,attack,Not fleeing,False,19.75,43302.34,83.25,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,charlotte,NC,charlotte city,53637,charlotte,Charlotte city,0,0.34,0,0.05,0.13,103.6,Charlotte city,88.4
3662,2015-02-18,shot,20,charlotte,NC,no_attack,Not fleeing,False,19.75,43302.34,83.25,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,charlotte,NC,charlotte city,53637,charlotte,Charlotte city,0,0.34,0,0.05,0.13,103.6,Charlotte city,88.4
4321,2014-06-18,Gunshot,21,charlotte,NC,,,,19.75,43302.34,83.25,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,charlotte,NC,charlotte city,53637,charlotte,Charlotte city,0,0.34,0,0.05,0.13,103.6,Charlotte city,88.4
5046,2013-09-14,Gunshot,24,charlotte,NC,,,,19.75,43302.34,83.25,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,charlotte,NC,charlotte city,53637,charlotte,Charlotte city,0,0.34,0,0.05,0.13,103.6,Charlotte city,88.4
5239,2013-07-06,Gunshot,59,charlotte,NC,,,,19.75,43302.34,83.25,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,charlotte,NC,charlotte city,53637,charlotte,Charlotte city,0,0.34,0,0.05,0.13,103.6,Charlotte city,88.4
5292,2013-06-18,Gunshot,17,charlotte,NC,,,,19.75,43302.34,83.25,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,charlotte,NC,charlotte city,53637,charlotte,Charlotte city,0,0.34,0,0.05,0.13,103.6,Charlotte city,88.4
5702,2013-01-06,Gunshot,55,charlotte,NC,,,,19.75,43302.34,83.25,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,charlotte,NC,charlotte city,53637,charlotte,Charlotte city,0,0.34,0,0.05,0.13,103.6,Charlotte city,88.4
2384,2016-05-29,shot,53,clinton,NC,attack,Not fleeing,True,19.75,43302.34,83.25,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,clinton,NC,clinton city,31997,clinton,Clinton city,0,0.4,0.01,0.01,0.09,100.9,Clinton city,81.5
5567,2013-03-04,Gunshot,22,concord,NC,,,,19.75,43302.34,83.25,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,concord,NC,concord city,53587,concord,Concord city,0.01,0.17,0,0.03,0.12,103.39999999999999,Concord city,88.5
2825,2015-12-15,shot,51,dallas,NC,attack,fleeing,False,19.75,43302.34,83.25,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,dallas,NC,dallas town,34770,dallas,Dallas town,0.01,0.16,0,0.01,0.08,101.30000000000001,Dallas town,82.7
3584,2015-03-17,shot,24,dublin,NC,attack,fleeing,False,19.75,43302.34,83.25,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,dublin,NC,dublin town,30800,dublin,Dublin town,0.01,0.2,0.02,0,0.11,98.80000000000001,Dublin town,75.1
293,2018-08-09,shot,37,durham,NC,attack,Not fleeing,True,,,,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,durham,NC,durham city,50420,durham,Durham city,0,0.4,0,0.05,0.14,103.3,Durham city,87.1
1685,2017-02-15,shot,24,durham,NC,attack,fleeing,False,19.75,43302.34,83.25,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,durham,NC,durham city,50420,durham,Durham city,0,0.4,0,0.05,0.14,103.3,Durham city,87.1
1694,2017-02-12,shot,31,durham,NC,no_attack,fleeing,False,19.75,43302.34,83.25,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,durham,NC,durham city,50420,durham,Durham city,0,0.4,0,0.05,0.14,103.3,Durham city,87.1
1926,2016-11-22,shot,34,durham,NC,no_attack,Not fleeing,False,19.75,43302.34,83.25,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,durham,NC,durham city,50420,durham,Durham city,0,0.4,0,0.05,0.14,103.3,Durham city,87.1
3102,2015-09-05,shot,21,durham,NC,attack,Not fleeing,False,19.75,43302.34,83.25,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,durham,NC,durham city,50420,durham,Durham city,0,0.4,0,0.05,0.14,103.3,Durham city,87.1
4874,2013-11-19,Gunshot,17,durham,NC,,,,19.75,43302.34,83.25,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,durham,NC,durham city,50420,durham,Durham city,0,0.4,0,0.05,0.14,103.3,Durham city,87.1
5025,2013-09-24,Gunshot,22,durham,NC,,,,19.75,43302.34,83.25,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,durham,NC,durham city,50420,durham,Durham city,0,0.4,0,0.05,0.14,103.3,Durham city,87.1
5041,2013-09-17,Gunshot,26,durham,NC,,,,19.75,43302.34,83.25,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,durham,NC,durham city,50420,durham,Durham city,0,0.4,0,0.05,0.14,103.3,Durham city,87.1
5184,2013-07-27,Gunshot,33,durham,NC,,,,19.75,43302.34,83.25,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,durham,NC,durham city,50420,durham,Durham city,0,0.4,0,0.05,0.14,103.3,Durham city,87.1
2467,2016-04-25,shot,60,east flat rock,NC,attack,Not fleeing,False,19.75,43302.34,83.25,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,east flat rock,NC,,,east flat rock,,,,,,,,East Flat Rock,74.1
1676,2017-02-18,shot,46,efland,NC,attack,Not fleeing,False,19.75,43302.34,83.25,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,efland,NC,,,efland,,,,,,,,Efland,99.1
400,2018-07-03,shot,40,fayetteville,NC,attack,Not fleeing,False,,,,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,fayetteville,NC,fayetteville city,43630,fayetteville,Fayetteville city,0,0.41,0.01,0.03,0.1,101.39999999999998,Fayetteville city,91.2
1606,2017-03-16,shot and Tasered,32,fayetteville,NC,attack,Not fleeing,False,19.75,43302.34,83.25,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,fayetteville,NC,fayetteville city,43630,fayetteville,Fayetteville city,0,0.41,0.01,0.03,0.1,101.39999999999998,Fayetteville city,91.2
1886,2016-12-07,shot and Tasered,31,fayetteville,NC,no_attack,Not fleeing,True,19.75,43302.34,83.25,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,fayetteville,NC,fayetteville city,43630,fayetteville,Fayetteville city,0,0.41,0.01,0.03,0.1,101.39999999999998,Fayetteville city,91.2
3901,2014-11-18,Gunshot,45,fayetteville,NC,,,,19.75,43302.34,83.25,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,fayetteville,NC,fayetteville city,43630,fayetteville,Fayetteville city,0,0.41,0.01,0.03,0.1,101.39999999999998,Fayetteville city,91.2
3972,2014-10-24,Gunshot,38,fayetteville,NC,,,,19.75,43302.34,83.25,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,fayetteville,NC,fayetteville city,43630,fayetteville,Fayetteville city,0,0.41,0.01,0.03,0.1,101.39999999999998,Fayetteville city,91.2
4207,2014-07-30,Gunshot,41,fayetteville,NC,,,,19.75,43302.34,83.25,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,fayetteville,NC,fayetteville city,43630,fayetteville,Fayetteville city,0,0.41,0.01,0.03,0.1,101.39999999999998,Fayetteville city,91.2
