Geographic Area,City,poverty_rate
CA,Diablo Grande CDP,2
CA,Rolling Hills city,2
CA,Alamo CDP,1.9
CA,Castle Hill CDP,1.9
CA,Delleker CDP,1.9
CA,Inyokern CDP,1.9
CA,Artois CDP,1.8
CA,Hartley CDP,1.8
CA,Spreckels CDP,1.8
CA,Occidental CDP,1.7
CA,Big Creek CDP,1.6
CA,Loyola CDP,1.6
CA,Tuttletown CDP,1.5
CA,Los Olivos CDP,1.3
CA,Ladera CDP,1.2
CA,Kenwood CDP,1.1
CA,Oak Glen CDP,1.1
CA,Green Valley CDP (Solano County),1
CA,Shaver Lake CDP,0.7
CA,Camanche Village CDP,0.6
CA,San Miguel CDP (Contra Costa County),0.5
CA,Wilkerson CDP,0.5
CA,Bridgeport CDP,0.1
CA,Acampo CDP,0
CA,Anchor Bay CDP,0
CA,Aspen Springs CDP,0
CA,Benbow CDP,0
CA,Blacklake CDP,0
CA,Bucks Lake CDP,0
CA,Butte Meadows CDP,0
CA,Camp Nelson CDP,0
CA,Canyondam CDP,0
CA,Carrick CDP,0
CA,Casmalia CDP,0
CA,Cherokee CDP,0
CA,Chilcoot-Vinton CDP,0
CA,Chinese Camp CDP,0
CA,Clipper Mills CDP,0
CA,Cold Springs CDP (Tuolumne County),0
CA,Coleville CDP,0
CA,College City CDP,0
CA,Comptche CDP,0
CA,Coulterville CDP,0
CA,Creston CDP,0
CA,C-Road CDP,0
CA,Daphnedale Park CDP,0
CA,Darwin CDP,0
CA,Del Rio CDP,0
CA,Diablo CDP,0
CA,Dillon Beach CDP,0
CA,Downieville CDP,0
CA,Dutch Flat CDP,0
CA,East Shore CDP,0
CA,Edgewood CDP,0
CA,Edna CDP,0
CA,Farmington CDP,0
CA,Fish Camp CDP,0
CA,Floriston CDP,0
CA,Forbestown CDP,0
CA,Fort Washington CDP,0
CA,Freeport CDP,0
CA,Gold Mountain CDP,0
CA,Hornitos CDP,0
CA,Hyampom CDP,0
CA,Idlewild CDP,0
CA,Iron Horse CDP,0
CA,Jacumba CDP,0
CA,Johannesburg CDP,0
CA,Johnsville CDP,0
CA,June Lake CDP,0
CA,Keddie CDP,0
CA,Kennedy Meadows CDP,0
CA,Lake Davis CDP,0
CA,Lee Vining CDP,0
CA,Likely CDP,0
CA,Lookout CDP,0
CA,Mabie CDP,0
CA,McGee Creek CDP,0
CA,Martell CDP,0
CA,Milford CDP,0
CA,Mono City CDP,0
CA,Mountain Center CDP,0
CA,Mount Laguna CDP,0
CA,Muir Beach CDP,0
CA,Nicasio CDP,0
CA,Norris Canyon CDP,0
CA,Oak Shores CDP,0
CA,Oakville CDP,0
CA,Olancha CDP,0
CA,Old Station CDP,0
CA,Palo Verde CDP,0
CA,Panorama Heights CDP,0
CA,Paradise Park CDP,0
CA,Pasatiempo CDP,0
CA,Pearsonville CDP,0
CA,Peters CDP,0
CA,Phillipsville CDP,0
CA,Pierpoint CDP,0
CA,Ponderosa CDP,0
CA,Port Costa CDP,0
CA,Posey CDP,0
CA,Poso Park CDP,0
CA,Prattville CDP,0
CA,Rackerby CDP,0
CA,Redcrest CDP,0
CA,Richvale CDP,0
CA,River Pines CDP,0
CA,Rutherford CDP,0
CA,Salmon Creek CDP,0
CA,Sattley CDP,0
CA,Sequoia Crest CDP,0
CA,Shoshone CDP,0
CA,Sierra Brooks CDP,0
CA,Soda Springs CDP,0
CA,Strawberry CDP (Tuolumne County),0
CA,Sugarloaf Village CDP,0
CA,Sunny Slopes CDP,0
CA,Taylorsville CDP,0
CA,Three Rocks CDP,0
CA,Twain CDP,0
CA,Valley Ranch CDP,0
CA,Volcano CDP,0
CA,Volta CDP,0
CA,Wallace CDP,0
CA,Warner Valley CDP,0
CA,Waterloo CDP,0
CA,Whitehawk CDP,0
CA,Whitley Gardens CDP,0
CA,Woodlands CDP,0
CO,Blue Sky CDP,
CO,Colona CDP,
CO,Fulford CDP,
CO,Hidden Lake CDP,
CO,Norrie CDP,
CO,Wolcott CDP,
CO,Lynn CDP,100
CO,Amherst CDP,71.4
CO,San Acacio CDP,57.1
CO,Johnson Village CDP,53.6
CO,Two Buttes town,52.4
CO,Olney Springs town,49.5
CO,Towaoc CDP,48.3
CO,Moffat town,44.3
CO,Grover town,43.4
CO,Collbran town,42.9
CO,Silver Cliff town,41.1
CO,Sheridan Lake town,41
CO,Crestone town,39.2
CO,Campo town,39
CO,Hartman town,38.7
CO,Avondale CDP,37.9
CO,Center town,37.2
CO,Ordway town,36.1
CO,Antonito town,35.4
CO,Alamosa city,35.1
CO,Las Animas city,35.1
CO,Parachute town,34.2
CO,Gunnison city,34
CO,Romeo town,33.8
CO,Garden City town,33.7
CO,Salt Creek CDP,33.1
CO,San Luis town,32.4
CO,Nucla town,31.6
CO,La Junta city,31.3
CO,Manassa town,30.5
CO,Del Norte town,30.1
CO,Fort Garland CDP,30
CO,Olathe town,30
CO,Boone town,29.8
CO,Fowler town,29.6
CO,North La Junta CDP,29.6
CO,Copper Mountain CDP,29.1
CO,Blende CDP,28.9
CO,Sheridan city,28.7
CO,Eldora CDP,28.6
CO,Alamosa East CDP,28.4
CO,Iliff town,28.3
CO,Cedaredge town,28.1
CO,Mancos town,27.3
CO,Dotsero CDP,27.1
CO,Granada town,26.9
CO,La Veta town,26.9
CO,Holly town,26.5
CO,Springfield town,26.5
CO,Vineland CDP,26.5
CO,Midland CDP,26.4
CO,Oak Creek town,26.4
CO,Aetna Estates CDP,26.3
CO,Gold Hill CDP,25.9
CO,Glendale city,25.6
CO,Hooper town,25.5
CO,Ovid town,25.4
CO,No Name CDP,25.3
CO,Sedgwick town,25.2
CO,Hugo town,25.1
CO,Rocky Ford city,25.1
CO,Bonanza town,25
CO,Pueblo city,25
CO,Manzanola town,24.9
CO,Vilas town,24.8
CO,Fleming town,24.3
CO,Derby CDP,24
CO,Ramah town,23.6
CO,Florence city,23.2
CO,Saguache town,23.2
CO,Boulder city,23.1
CO,Montrose city,22.2
CO,Sedalia CDP,22.1
CO,Hillrose town,21.9
CO,Ca_on City city,21.6
CO,La Jara town,21.6
CO,Merino town,21.6
CO,Pagosa Springs town,21.6
CO,Weston CDP,21.6
CO,Colorado City CDP,21.5
CO,Walsenburg city,21.5
CO,Sterling city,21.4
CO,Stratmoor CDP,21.3
CO,Hudson town,21.1
CO,Rico town,21.1
CO,Cortez city,20.8
CO,Lochbuie town,20.8
CO,Silverthorne town,20.6
CO,Westcliffe town,20.6
CO,Alma town,20.5
CO,Meeker town,20.5
CO,Nunn town,20.5
CO,Lamar city,20.3
CO,Crowley town,20.2
CO,Gilcrest town,20.2
CO,Greeley city,20.2
CO,Black Hawk city,20
CO,Laird CDP,20
CO,Lakeside town,20
CO,Twin Lakes CDP (Adams County),20
CO,Bethune town,19.9
CO,Raymer (New Raymer) town,19.8
CO,Seibert town,19.8
CO,Sugar City town,19.8
CO,Naturita town,19.7
CO,Limon town,19.6
CO,Lincoln Park CDP,19.6
CO,South Fork town,19.5
CO,Simla town,19.4
CO,Orchard City town,19.3
CO,Seven Hills CDP,19.3
CO,Clifton CDP,19.2
CO,Idaho Springs city,19.1
CO,Louviers CDP,19.1
CO,City of Creede town,19
CO,Federal Heights city,19
CO,Flagler town,19
CO,Sugarloaf CDP,19
CO,Grand Junction city,18.9
CO,Berkley CDP,18.7
CO,Ignacio town,18.7
CO,Norwood town,18.7
CO,Fort Collins city,18.6
CO,Log Lane Village town,18.6
CO,Dinosaur town,18.5
CO,Stratton town,18.5
CO,Jansen CDP,18.3
CO,Hotchkiss town,18.2
CO,Sherrelwood CDP,18.2
CO,Holyoke city,18.1
CO,Penrose CDP,18.1
CO,Silverton town,18.1
CO,Cripple Creek city,18
CO,Maybell CDP,17.9
CO,Orchard Mesa CDP,17.9
CO,Monte Vista city,17.8
CO,Nederland town,17.8
CO,Deer Trail town,17.5
CO,Shaw Heights CDP,17.4
CO,Denver city,17.3
CO,Eckley town,17.3
CO,Yampa town,17.3
CO,Fort Carson CDP,17.2
CO,Crawford town,17.1
CO,Westcreek CDP,17.1
CO,Trinidad city,16.9
CO,Golden city,16.8
CO,Evans city,16.6
CO,Arriba town,16.5
CO,Englewood city,16.5
CO,Platteville town,16.5
CO,Edgewater city,16.4
CO,Dolores town,16.2
CO,Wray city,16.2
CO,Edwards CDP,16.1
CO,Hasty CDP,16.1
CO,Yuma city,16.1
CO,West Pleasant View CDP,16
CO,Delta city,15.8
CO,Silt town,15.8
CO,Welby CDP,15.8
CO,Wiggins town,15.7
CO,Commerce City city,15.6
CO,Sanford town,15.6
CO,Hot Sulphur Springs town,15.5
CO,Dove Creek town,15.4
CO,Glenwood Springs city,15.4
CO,Keenesburg town,15.4
CO,Pritchett town,15.4
CO,Ault town,15.3
CO,Aurora city,15.3
CO,Rye town,15.3
CO,Mountain Village town,15.2
CO,Mountain Meadows CDP,15.1
CO,Burlington city,14.9
CO,Aguilar town,14.8
CO,Victor city,14.7
CO,Otis town,14.6
CO,Crook town,14.5
CO,Manitou Springs city,14.5
CO,Rifle city,14.5
CO,Pitkin town,14.4
CO,Segundo CDP,14.4
CO,La Salle town,14.3
CO,Palmer Lake town,14.3
CO,Kremmling town,14.1
CO,Longmont city,14.1
CO,Northglenn city,14
CO,Capulin CDP,13.9
CO,Heeney CDP,13.9
CO,Walsh town,13.9
CO,Fruita city,13.8
CO,Fort Morgan city,13.6
CO,Wheat Ridge city,13.6
CO,Fort Lupton city,13.5
CO,Colorado Springs city,13.4
CO,Walden town,13.4
CO,Crested Butte town,13.3
CO,Durango city,13.2
CO,Minturn town,13.2
CO,Poncha Springs town,13.2
CO,Rockvale town,13.2
CO,Green Mountain Falls town,13.1
CO,Laporte CDP,13.1
CO,Cheyenne Wells town,13
CO,Lake City town,13
CO,Paonia town,12.9
CO,Avon town,12.8
CO,Hayden town,12.7
CO,Julesburg town,12.7
CO,Akron town,12.6
CO,Craig city,12.6
CO,Gerrard CDP,12.3
CO,Ouray city,12.3
CO,Swink town,12.3
CO,Fruitvale CDP,12.2
CO,Brush city,12.1
CO,Eads town,12.1
CO,New Castle town,12.1
CO,Breckenridge town,12
CO,Wiley town,12
CO,Kit Carson town,11.9
CO,Lakewood city,11.9
CO,Ellicott CDP,11.8
CO,Keystone CDP,11.8
CO,Bennett town,11.6
CO,Silver Plume town,11.5
CO,Fraser town,11.4
CO,Blanca town,11.3
CO,Cascade-Chipita Park CDP,11.1
CO,Haxtun town,11
CO,Kersey town,11
CO,Elbert CDP,10.9
CO,Steamboat Springs city,10.9
CO,Granby town,10.7
CO,Marble town,10.7
CO,Mountain View town,10.7
CO,De Beque town,10.6
CO,Central City city,10.5
CO,Kittredge CDP,10.5
CO,Larkspur town,10.5
CO,Empire town,10.3
CO,Kiowa town,10.3
CO,Salida city,10.3
CO,Altona CDP,10.2
CO,Security-Widefield CDP,10.2
CO,Beulah Valley CDP,10
CO,Elizabeth town,10
CO,Estes Park town,10
CO,Rangely town,10
CO,Vail town,10
CO,Aspen Park CDP,9.9
CO,Brighton city,9.9
CO,Coal Creek town,9.9
CO,Leadville North CDP,9.9
CO,Carbondale town,9.8
CO,Snowmass Village town,9.7
CO,Starkville town,9.7
CO,Telluride town,9.7
CO,Williamsburg town,9.7
CO,Dove Valley CDP,9.6
CO,Frisco town,9.6
CO,Palisade town,9.5
CO,Littleton city,9.4
CO,Ridgway town,9.4
CO,Berthoud town,9.3
CO,Morrison town,9.3
CO,Mount Crested Butte town,9.2
CO,Calhan town,9.1
CO,Cheraw town,9.1
CO,Georgetown town,9.1
CO,Loveland city,9.1
CO,Brookside town,9
CO,Westminster city,9
CO,Blue River town,8.9
CO,Thornton city,8.9
CO,Aspen city,8.8
CO,Byers CDP,8.8
CO,Kirk CDP,8.8
CO,Catherine CDP,8.7
CO,Lewis CDP,8.7
CO,Fountain city,8.6
CO,Loma CDP,8.5
CO,Arvada city,8.4
CO,Lafayette city,8.4
CO,Gunbarrel CDP,8.1
CO,Ophir town,8
CO,Lyons town,7.8
CO,Applewood CDP,7.7
CO,Lazy Acres CDP,7.7
CO,Weldona CDP,7.7
CO,Cimarron Hills CDP,7.5
CO,Bayfield town,7.4
CO,Redlands CDP,7.4
CO,Pueblo West CDP,7.3
CO,Twin Lakes CDP (Lake County),7.1
CO,Haswell town,6.8
CO,Meridian CDP,6.8
CO,Joes CDP,6.7
CO,Cherry Creek CDP,6.6
CO,Conejos CDP,6.6
CO,Jamestown town,6.6
CO,Mead town,6.6
CO,Woodland Park city,6.6
CO,Broomfield city,6.5
CO,Portland CDP,6.5
CO,Basalt town,6.4
CO,Leadville city,6.3
CO,Battlement Mesa CDP,6.1
CO,Grand Lake town,6.1
CO,Ward town,6.1
CO,Fairmount CDP,6
CO,Pierce town,6
CO,Comanche Creek CDP,5.9
CO,Windsor town,5.9
CO,Timnath town,5.8
CO,Dillon town,5.7
CO,Fairplay town,5.7
CO,Louisville city,5.7
CO,North Washington CDP,5.5
CO,Ponderosa Park CDP,5.5
CO,Holly Hills CDP,5.4
CO,Woody Creek CDP,5.4
CO,Arboles CDP,5.3
CO,Dacono city,5.3
CO,Castle Rock town,5.2
CO,Genesee CDP,5.2
CO,Ken Caryl CDP,5.2
CO,Todd Creek CDP,5.2
CO,Acres Green CDP,5.1
CO,Jackson Lake CDP,5.1
CO,Centennial city,5
CO,Columbine CDP,5
CO,Stonegate CDP,5
CO,Eldorado Springs CDP,4.7
CO,Mulford CDP,4.7
CO,Strasburg CDP,4.7
CO,Winter Park town,4.7
CO,Gypsum town,4.6
CO,Upper Bear Creek CDP,4.6
CO,Buena Vista town,4.5
CO,Firestone town,4.5
CO,Paragon Estates CDP,4.5
CO,Perry Park CDP,4.5
CO,Inverness CDP,4.4
CO,Aristocrat Ranchettes CDP,4.3
CO,Evergreen CDP,4.3
CO,Red Cliff town,4.3
CO,Lone Tree city,4.2
CO,Monument town,4.2
CO,Parker town,4.2
CO,Wellington town,4.2
CO,Grand View Estates CDP,4.1
CO,Peetz town,4.1
CO,Frederick town,4
CO,Greenwood Village city,4
CO,Dakota Ridge CDP,3.9
CO,Hoehne CDP,3.9
CO,Peoria CDP,3.9
CO,Peyton CDP,3.9
CO,Superior town,3.9
CO,Severance town,3.8
CO,Southern Ute CDP,3.8
CO,Black Forest CDP,3.7
CO,Highlands Ranch CDP,3.6
CO,Montezuma town,3.5
CO,Air Force Academy CDP,3.4
CO,El Moro CDP,3.4
CO,Niwot CDP,3.4
CO,El Jebel CDP,3.3
CO,Foxfield town,3.3
CO,Paoli town,3.2
CO,Pine Brook Hill CDP,3.2
CO,Allenspark CDP,3
CO,Milliken town,3
CO,Padroni CDP,2.8
CO,Castle Pines Village CDP,2.5
CO,Branson town,2.4
CO,Erie town,2.4
CO,Woodmoor CDP,2.4
CO,Towner CDP,2.3
CO,Cherry Hills Village city,2.1
CO,Indian Hills CDP,2.1
CO,Columbine Valley town,1.8
CO,Howard CDP,1.8
CO,The Pinery CDP,1.8
CO,Eagle town,1.7
CO,Bow Mar town,1.6
CO,Cattle Creek CDP,1.6
CO,Kim town,1.6
CO,Eaton town,1.5
CO,Johnstown town,1.4
CO,Castle Pines city,1.1
CO,Gleneagle CDP,1.1
CO,Roxborough Park CDP,1
CO,Coal Creek CDP,0.7
CO,East Pleasant View CDP,0.5
CO,Alpine CDP,0
CO,Atwood CDP,0
CO,Bark Ranch CDP,0
CO,Bonanza Mountain Estates CDP,0
CO,Brandon CDP,0
CO,Brick Center CDP,0
CO,Cathedral CDP,0
CO,Chacra CDP,0
CO,Coaldale CDP,0
CO,Cokedale town,0
CO,Cotopaxi CDP,0
CO,Crisman CDP,0
CO,Divide CDP,0
CO,Downieville-Lawson-Dumont CDP,0
CO,Florissant CDP,0
CO,Floyd Hill CDP,0
CO,Franktown CDP,0
CO,Garfield CDP,0
CO,Genoa town,0
CO,Glendale CDP,0
CO,Goldfield CDP,0
CO,Guffey CDP,0
CO,Idalia CDP,0
CO,Idledale CDP,0
CO,La Junta Gardens CDP,0
CO,Leyner CDP,0
CO,Loghill Village CDP,0
CO,McCoy CDP,0
CO,Maysville CDP,0
CO,Morgan Heights CDP,0
CO,Orchard CDP,0
CO,Parshall CDP,0
CO,Phippsburg CDP,0
CO,Piedra CDP,0
CO,Red Feather Lakes CDP,0
CO,Redstone CDP,0
CO,Redvale CDP,0
CO,Rock Creek Park CDP,0
CO,Rollinsville CDP,0
CO,Saddle Ridge CDP,0
CO,St. Ann Highlands CDP,0
CO,St. Mary's CDP,0
CO,Sawpit town,0
CO,Smeltertown CDP,0
CO,Snyder CDP,0
CO,Stonewall Gap CDP,0
CO,Sunshine CDP,0
CO,Tabernash CDP,0
CO,Tall Timber CDP,0
CO,Trail Side CDP,0
CO,Valdez CDP,0
CO,Valmont CDP,0
CO,Vernon CDP,0
CO,Vona town,0
CO,Watkins CDP,0
CT,Storrs CDP,43
CT,Hartford city,33.4
CT,New London city,28.6
CT,Willimantic CDP,28.2
CT,East Brooklyn CDP,26.9
CT,New Haven city,26.6
CT,Sharon CDP,25.4
CT,Waterbury city,25.1
CT,New Britain city,23.3
CT,Bridgeport city,22.9
CT,Poquonock Bridge CDP,21.8
CT,Thompsonville CDP,21
CT,Danielson borough,20
CT,Stafford Springs CDP,19.1
CT,Ansonia city,19
CT,Wauregan CDP,18.1
CT,Jewett City borough,18
CT,Rockville CDP,18
CT,Baltic CDP,17.7
CT,Brooklyn CDP,16
CT,Norwich city,15.7
CT,Derby city,15.4
CT,East Hartford CDP,15.4
CT,Pawcatuck CDP,15.2
CT,Winsted CDP,15.1
CT,Norfolk CDP,14.9
CT,Meriden city,14.6
CT,West Haven city,14.4
CT,Westbrook Center CDP,14.2
CT,Manchester CDP,14
CT,Groton city,13.8
CT,New Milford CDP,12.5
CT,Danbury city,12
CT,New Hartford Center CDP,11.5
CT,Blue Hills CDP,11.1
CT,Canaan CDP,11.1
CT,Middletown city,11
CT,Thomaston CDP,10.8
CT,Putnam CDP,10.7
CT,Saybrook Manor CDP,10.7
CT,Torrington city,10.7
CT,Bristol city,10.4
CT,Stonington borough,10.4
CT,North Grosvenor Dale CDP,10.3
CT,Portland CDP,10.1
CT,Falls Village CDP,9.9
CT,East Haven CDP,9.8
CT,Northwest Harwinton CDP,9.6
CT,Stamford city,9.4
CT,Plainfield Village CDP,9.2
CT,Bantam borough,9.1
CT,Suffield Depot CDP,9.1
CT,Mansfield Center CDP,8.8
CT,Naugatuck borough,8.8
CT,Clinton CDP,8.7
CT,East Hampton CDP,8.7
CT,Broad Brook CDP,8.5
CT,Cannondale CDP,8.5
CT,Guilford Center CDP,8.5
CT,Colchester CDP,8.4
CT,Litchfield borough,8.4
CT,Norwalk city,8.4
CT,Terryville CDP,8.3
CT,Madison Center CDP,8.1
CT,Bethlehem Village CDP,8
CT,West Hartford CDP,8
CT,Moosup CDP,7.9
CT,Stratford CDP,7.9
CT,Deep River Center CDP,7.8
CT,Niantic CDP,7.8
CT,Wallingford Center CDP,7.8
CT,Byram CDP,7.7
CT,Glenville CDP,7.7
CT,Waterford CDP,7.6
CT,New Preston CDP,7.5
CT,Plantsville CDP,7.5
CT,Greenwich CDP,7.4
CT,Kensington CDP,7.4
CT,Somers CDP,7.4
CT,Moodus CDP,7.3
CT,Quinebaug CDP,7.3
CT,Higganum CDP,7.2
CT,Milford city (balance),6.7
CT,Milford city,6.6
CT,Woodbury Center CDP,6.6
CT,Tariffville CDP,6.3
CT,Southwood Acres CDP,6
CT,Windsor Locks CDP,5.7
CT,Branford Center CDP,5.6
CT,Conning Towers Nautilus Park CDP,5.6
CT,Darien CDP,5.4
CT,Long Hill CDP,5.3
CT,Watertown CDP,5.3
CT,Noank CDP,5.2
CT,Oakville CDP,5.2
CT,Shelton city,5.1
CT,Lake Pocotopaug CDP,4.8
CT,Salmon Brook CDP,4.8
CT,Westport CDP,4.7
CT,Wethersfield CDP,4.7
CT,Newington CDP,4.4
CT,Oxoboxo River CDP,4.3
CT,Bethel CDP,4.2
CT,Old Greenwich CDP,4.2
CT,Old Mystic CDP,4.2
CT,Georgetown CDP,4.1
CT,Pemberwick CDP,4.1
CT,Glastonbury Center CDP,4
CT,Coventry Lake CDP,3.9
CT,North Haven CDP,3.9
CT,Sherwood Manor CDP,3.9
CT,Orange CDP,3.8
CT,Groton Long Point borough,3.7
CT,Old Saybrook Center CDP,3.7
CT,Riverside CDP,3.7
CT,Newtown borough,3.4
CT,Canton Valley CDP,3.3
CT,Simsbury Center CDP,3.3
CT,Southport CDP,3.3
CT,Hazardville CDP,3.2
CT,Chester Center CDP,3.1
CT,Cos Cob CDP,3.1
CT,Mystic CDP,3
CT,Ridgefield CDP,3
CT,Gales Ferry CDP,2.8
CT,Woodmont borough,2.7
CT,Cheshire Village CDP,2.6
CT,Essex Village CDP,2.6
CT,Collinsville CDP,2.5
CT,Fenwick borough,2.5
CT,South Windham CDP,2.3
CT,Trumbull CDP,2.2
CT,Durham CDP,2.1
CT,Heritage Village CDP,2.1
CT,North Granby CDP,1.9
CT,Crystal Lake CDP,1.8
CT,Lakeville CDP,1.4
CT,South Coventry CDP,1.1
CT,South Woodstock CDP,1.1
CT,Weatogue CDP,1.1
CT,Mashantucket CDP,0.6
CT,West Simsbury CDP,0.5
CT,Terramuggus CDP,0
CT,Wilton Center CDP,0
DC,Washington ,18
DE,Laurel town,34.7
DE,Kenton town,34.1
DE,Newport town,32.1
DE,Ellendale town,27.8
DE,Woodside East CDP,27.4
DE,Blades town,26.7
DE,Woodside town,26.7
DE,Newark city,25.6
DE,Seaford city,25.3
DE,Wilmington city,24.5
DE,Felton town,23.7
DE,Rising Sun-Lebanon CDP,22.6
DE,Harrington city,20.8
DE,Bridgeville town,20.7
DE,Georgetown town,20.7
DE,Millsboro town,20.5
DE,Dover city,20
DE,Frankford town,19
DE,Delmar town,17
DE,Milford city,17
DE,Houston town,16.8
DE,Selbyville town,16
DE,Bowers town,15.6
DE,Frederica town,15.5
DE,Hartly town,14.8
DE,Little Creek town,14.7
DE,Bear CDP,14.3
DE,New Castle city,13.7
DE,Leipsic town,13.6
DE,Clayton town,13.1
DE,Delaware City city,13
DE,Kent Acres CDP,13
DE,Milton town,12.6
DE,Claymont CDP,12.1
DE,Dewey Beach town,12
DE,Rodney Village CDP,11.8
DE,Dover Base Housing CDP,11.3
DE,Odessa town,11.2
DE,Wilmington Manor CDP,11.1
DE,Elsmere town,10.3
DE,Cheswold town,10.1
DE,Highland Acres CDP,10
DE,Greenwood town,9.8
DE,Brookside CDP,9.3
DE,Edgemoor CDP,9
DE,Farmington town,8.8
DE,Wyoming town,8.8
DE,Dagsboro town,8.5
DE,Rehoboth Beach city,8.2
DE,Lewes city,7.9
DE,Smyrna town,7.6
DE,Ardentown village,7.4
DE,South Bethany town,7.1
DE,Townsend town,7.1
DE,Long Neck CDP,7
DE,Millville town,7
DE,Glasgow CDP,6.5
DE,Slaughter Beach town,6.2
DE,Bellefonte town,6
DE,Middletown town,5.4
DE,Ocean View town,5.2
DE,Henlopen Acres town,5.1
DE,Riverview CDP,4.9
DE,Magnolia town,4.7
DE,Pike Creek Valley CDP,4.5
DE,Camden town,4.4
DE,Bethel town,4.1
DE,Greenville CDP,3.9
DE,Fenwick Island town,3.5
DE,St. Georges CDP,3.2
DE,Bethany Beach town,2.8
DE,Hockessin CDP,2.8
DE,Ardencroft village,1.9
DE,Pike Creek CDP,1.6
DE,Arden village,1.5
DE,North Star CDP,1
DE,Viola town,0.6
FL,Lake Harbor CDP,
FL,Marineland town,
FL,Pine Island CDP,
FL,Homestead Base CDP,98.6
FL,Plantation Island CDP,81.2
FL,Limestone CDP,76.2
FL,Chokoloskee CDP,72.5
FL,Lemon Grove CDP,64.9
FL,Ona CDP,64.9
FL,Captiva CDP,63.8
FL,Hill 'n Dale CDP,63.8
FL,Seville CDP,61.3
FL,Fort Green Springs CDP,60.3
FL,Schall Circle CDP,58
FL,Paisley CDP,56.1
FL,Chattahoochee city,53.3
FL,Pine Manor CDP,52.1
FL,Aucilla CDP,49.1
FL,Springhill CDP,49.1
FL,West Samoset CDP,49.1
FL,Florida City city,48.7
FL,Lake Placid town,48.3
FL,Gladeview CDP,48.2
FL,Page Park CDP,46.6
FL,Dover CDP,46
FL,Jennings town,45.5
FL,Lacoochee CDP,44.9
FL,Opa-locka city,44.8
FL,Brownsville CDP,44.1
FL,Cocoa West CDP,44
FL,Vernon city,44
FL,Immokalee CDP,43.9
FL,Palatka city,43.2
FL,Eatonville town,43
FL,University CDP (Hillsborough County),43
FL,DeLand Southwest CDP,42.9
FL,Chiefland city,42.3
FL,Franklin Park CDP,42.3
FL,Madison city,42.2
FL,Fellsmere city,42
FL,Kenwood Estates CDP,42
FL,Caryville town,41
FL,Center Hill city,40.8
FL,Goulds CDP,40.7
FL,Suncoast Estates CDP,40.7
FL,Raleigh CDP,40.6
FL,Cottondale town,40.3
FL,Interlachen town,39.6
FL,Otter Creek town,39.6
FL,Wahneta CDP,39.4
FL,Hawthorne city,38.8
FL,Duck Key CDP,38.6
FL,Zolfo Springs town,38.6
FL,Palmona Park CDP,38.4
FL,South Bay city,38.3
FL,Westgate CDP,38.2
FL,South Apopka CDP,38.1
FL,Naranja CDP,37.9
FL,Harlem CDP,37.8
FL,Tice CDP,37.8
FL,Goulding CDP,37.6
FL,Southeast Arcadia CDP,37.5
FL,Cypress Quarters CDP,37.4
FL,Fort Pierce North CDP,37.2
FL,Crescent City city,37
FL,Fort Pierce city,36.6
FL,Westville town,36.5
FL,Lisbon CDP,36.4
FL,Avon Park city,36.2
FL,Seminole Manor CDP,36.2
FL,Belle Glade city,35.9
FL,Jasper city,35.7
FL,Live Oak city,35.7
FL,Wimauma CDP,35.7
FL,Gainesville city,35.6
FL,Archer city,35.5
FL,Homeland CDP,35.4
FL,Crystal Lake CDP,35.3
FL,Inglis town,35.3
FL,Mangonia Park town,35.2
FL,Leisure City CDP,35.1
FL,Worthington Springs town,35.1
FL,Inwood CDP,35
FL,East Milton CDP,34.7
FL,Alford town,34.2
FL,Lake Alfred city,34.2
FL,Marianna city,33.9
FL,Pahokee city,33.8
FL,Acacia Villas CDP,33.6
FL,Charleston Park CDP,33.6
FL,University CDP (Orange County),33.3
FL,Mayo town,33.1
FL,Webster city,33
FL,East Bronson CDP,32.9
FL,Malone town,32.8
FL,White Springs town,32.8
FL,Esto town,32.5
FL,Arcadia city,32.4
FL,Dade City city,32.2
FL,Pinewood CDP,32.2
FL,Raiford town,32.2
FL,Lake Butler city,31.8
FL,Astor CDP,31.7
FL,Daytona Beach city,31.7
FL,Plantation Mobile Home Park CDP,31.7
FL,Waldo city,31.5
FL,Chipley city,31.2
FL,Tildenville CDP,31
FL,Gifford CDP,30.7
FL,Harlem Heights CDP,30.6
FL,Cross City town,30.5
FL,Graceville city,30.5
FL,Watergate CDP,30.4
FL,Waukeenah CDP,30.4
FL,Altha town,30.3
FL,Lazy Lake village,30.3
FL,Sneads town,30.3
FL,Beverly Hills CDP,30.2
FL,Sebring city,30.2
FL,Ebro town,30.1
FL,Roeville CDP,30.1
FL,Greenville town,30
FL,Dunnellon city,29.8
FL,Noma town,29.8
FL,Pine Castle CDP,29.7
FL,Tallahassee city,29.7
FL,West Perrine CDP,29.6
FL,South Highpoint CDP,29.4
FL,Taylor Creek CDP,29.4
FL,Cocoa city,29.3
FL,Carrabelle city,29.2
FL,Bunnell city,29.1
FL,Lawtey city,29.1
FL,Lealman CDP,29.1
FL,Oak Ridge CDP,29.1
FL,Lake Wales city,28.9
FL,Bonifay city,28.8
FL,Homestead city,28.8
FL,Silver Springs Shores CDP,28.8
FL,Ponce de Leon town,28.7
FL,Dundee town,28.6
FL,Jacob City city,28.6
FL,Mulat CDP,28.4
FL,Trenton city,28.4
FL,Miami city,28.3
