Geographic Area,City,poverty_rate
SC,Calhoun Falls town,23.7
SC,Myrtle Beach city,23.7
SC,Homeland Park CDP,23.6
SC,Laurens city,23.6
SC,Ridgeway town,23.6
SC,Clarks Hill CDP,23.5
SC,Woodruff city,23.4
SC,Cayce city,23.3
SC,Seneca city,23.3
SC,South Congaree town,23.3
SC,Springdale CDP,23.2
SC,Branchville town,23.1
SC,Brunson town,23
SC,St. Andrews CDP,23
SC,Duncan town,22.9
SC,Arial CDP,22.8
SC,Edgefield town,22.8
SC,Ridgeland town,22.8
SC,North Charleston city,22.7
SC,Clover town,22.6
SC,Dalzell CDP,22.6
SC,Inman city,22.6
SC,Lake View town,22.4
SC,Shell Point CDP,22.4
SC,Belvedere CDP,22.3
SC,Lincolnville town,22.3
SC,Slater-Marietta CDP,22.3
SC,Swansea town,22.3
SC,Salley town,22.2
SC,Trenton town,22.2
SC,Pageland town,22
SC,Bamberg town,21.9
SC,Burnettown town,21.7
SC,Liberty city,21.7
SC,Mountville CDP,21.7
SC,West Pelzer town,21.7
SC,Valley Falls CDP,21.5
SC,Cope town,21.4
SC,Cherryvale CDP,21.3
SC,Woodford town,21.3
SC,Promised Land CDP,21.2
SC,West Union town,21.2
SC,Bethune town,21
SC,Beaufort city,20.7
SC,Irwin CDP,20.6
SC,East Sumter CDP,20.5
SC,Furman town,20.5
SC,Johnsonville city,20.5
SC,Hilda town,20.4
SC,Prosperity town,20.4
SC,Govan town,20.3
SC,Nichols town,20.3
SC,Ridge Spring town,20.3
SC,Aynor town,20.2
SC,Coward town,20.1
SC,Landrum city,20.1
SC,Welcome CDP,20.1
SC,Utica CDP,20
SC,Piedmont CDP,19.6
SC,Fort Lawn town,19.3
SC,Greenville city,19.3
SC,Socastee CDP,19.3
SC,West Columbia city,19.2
SC,Ninety Six town,19
SC,Greer city,18.9
SC,Neeses town,18.8
SC,Hopkins CDP,18.6
SC,Rock Hill city,18.6
SC,Sumter city,18.6
SC,Woodfield CDP,18.5
SC,Cameron town,18.4
SC,Florence city,18.4
SC,Sangaree CDP,18.3
SC,Camden city,18.2
SC,Belton city,18.1
SC,Cane Savannah CDP,18
SC,Lamar town,18
SC,Dentsville CDP,17.9
SC,Joanna CDP,17.9
SC,Charleston city,17.8
SC,Westminster city,17.6
SC,Wilkinson Heights CDP,17.5
SC,Red Bank CDP,17.4
SC,Lydia CDP,17.3
SC,Monarch Mill CDP,17.2
SC,Mount Croghan town,17.2
SC,Gray Court town,17
SC,Plum Branch town,17
SC,Bowman town,16.9
SC,Pawleys Island town,16.5
SC,Gadsden CDP,16.4
SC,Irmo town,16.4
SC,Jamestown town,16.3
SC,Laurel Bay CDP,16.3
SC,Taylors CDP,16.3
SC,Travelers Rest city,16.3
SC,Aiken city,16.2
SC,Norris town,16
SC,Newry CDP,15.9
SC,Due West town,15.5
SC,Jenkinsville town,15.5
SC,Pelion town,15.5
SC,North Hartsville CDP,15.1
SC,Roebuck CDP,15.1
SC,Hickory Grove town,14.9
SC,Port Royal town,14.8
SC,Ridgeville town,14.8
SC,Six Mile town,14.8
SC,Warrenville CDP,14.8
SC,Burton CDP,14.7
SC,Gaston town,14.5
SC,Privateer CDP,14.4
SC,Moncks Corner town,14.2
SC,Hampton town,14.1
SC,Jackson town,14
SC,Livingston town,13.9
SC,India Hook CDP,13.8
SC,Easley city,13.6
SC,Lodge town,13.5
SC,Scotia town,13.5
SC,Surfside Beach town,13.5
SC,Snelling town,13.2
SC,North Myrtle Beach city,13.1
SC,Fountain Inn city,13
SC,Summerville town,13
SC,Troy town,13
SC,Silverstreet town,12.7
SC,Seven Oaks CDP,12.6
SC,Fort Mill town,12.5
SC,Hanahan city,12.4
SC,Smyrna town,12.2
SC,Elgin town,12.1
SC,Lesslie CDP,12.1
SC,North Augusta city,11.8
SC,Lexington town,11.7
SC,Wade Hampton CDP,11.7
SC,Riverview CDP,11.6
SC,Folly Beach city,11.5
SC,Golden Grove CDP,11.5
SC,Powdersville CDP,11.5
SC,Summit town,11.5
SC,McConnells town,11.4
SC,Olar town,11.3
SC,Goose Creek city,11.2
SC,Ulmer town,11.1
SC,Forest Acres city,11
SC,Parksville town,10.9
SC,Garden City CDP,10.8
SC,Williamston town,10.8
SC,Isle of Palms city,10.7
SC,Enoree CDP,10.4
SC,Murrells Inlet CDP,10.4
SC,Briarcliffe Acres town,10.3
SC,Hilton Head Island town,10.3
SC,Bluffton town,10.2
SC,Tatum town,10.1
SC,Lugoff CDP,9.9
SC,Meggett town,9.9
SC,Ladson CDP,9.7
SC,Mayo CDP,9.7
SC,Reevesville town,9.6
SC,Blenheim town,9.5
SC,Centerville CDP,9.3
SC,Sharon town,9.3
SC,Lyman town,9.2
SC,Stuckey town,9.2
SC,Smoaks town,9.1
SC,Rockville town,9
SC,Ward town,8.9
SC,Little River CDP,8.7
SC,Cokesbury CDP,8.5
SC,Cottageville town,8.3
SC,Reidville town,8.3
SC,James Island town,8.2
SC,Springdale town,7.8
SC,Northlake CDP,7.6
SC,Oak Grove CDP,7.6
SC,Cross Hill town,7.5
SC,Mount Pleasant town,7.4
SC,Ruby town,7.4
SC,Simpsonville city,7.3
SC,Stateburg CDP,7.2
SC,Lakewood CDP,7.1
SC,Hollywood town,6.9
SC,Boiling Springs CDP,6.8
SC,Modoc CDP,6.6
SC,Mauldin city,6.5
SC,Arcadia Lakes town,6.3
SC,Oakland CDP,6.3
SC,Hodges town,6.1
SC,Kiawah Island town,6.1
SC,Lowrys town,5.9
SC,Sullivan's Island town,5.9
SC,Chapin town,5.7
SC,Seabrook Island town,5.7
SC,Williams town,5.3
SC,Pine Ridge town,4.9
SC,Lake Murray of Richland CDP,4.4
SC,Edisto Beach town,4.3
SC,Windsor town,4.2
SC,Rembert CDP,4.1
SC,Forestbrook CDP,4
SC,Pinopolis CDP,4
SC,Starr town,4
SC,Lake Wylie CDP,3.9
SC,Pomaria town,3.9
SC,Shiloh CDP,3.8
SC,Salem town,3.6
SC,Antreville CDP,3.3
SC,McClellanville town,3.1
SC,Quinby town,3
SC,Newport CDP,2.8
SC,Little Mountain town,2.7
SC,Blythewood town,2.3
SC,Gilbert town,2.2
SC,Fair Play CDP,1.9
SC,Five Forks CDP,1.5
SC,Tega Cay city,1.5
SC,Boykin CDP,0
SC,Coronaca CDP,0
SC,Cross Anchor CDP,0
SC,Fingerville CDP,0
SC,Islandton CDP,0
SC,Oswego CDP,0
SC,Princeton CDP,0
SC,Russellville CDP,0
SC,Startex CDP,0
SD,Bijou Hills CDP,
SD,Caputa CDP,
SD,Crocker CDP,
SD,Hamill CDP,
SD,Hillsview town,
SD,Kidder CDP,
SD,Ola CDP,
SD,Allen CDP,94.1
SD,Soldier Creek CDP,89.6
SD,Wounded Knee CDP,88
SD,Norris CDP,84.8
SD,Bullhead CDP,76.5
SD,Manderson-White Horse Creek CDP,76.2
SD,Little Eagle CDP,71.6
SD,New Holland CDP,71.1
SD,Ravinia town,69.3
SD,Oglala CDP,63.1
SD,St. Francis town,61.5
SD,White Horse CDP,61.4
SD,Porcupine CDP,60.2
SD,La Plant CDP,58
SD,Kyle CDP,57.5
SD,Spring Creek CDP,57.5
SD,Two Strike CDP,57.5
SD,Corn Creek CDP,55.6
SD,Batesland town,55.1
SD,Lower Brule CDP,55
SD,Erwin town,53.7
SD,Whitehorse CDP,52.5
SD,Eagle Butte city,51.5
SD,Mission city,50.8
SD,Andover town,50
SD,White Rock town,50
SD,Stockholm town,48.2
SD,Pine Ridge CDP,47.4
SD,Wanblee CDP,46.6
SD,Marty CDP,45
SD,Rosebud CDP,43.7
SD,Lane town,43.3
SD,Fort Thompson CDP,43.2
SD,Lowry town,42.9
SD,Okreek CDP,42.9
SD,Roswell CDP,42.9
SD,Parmelee CDP,42.6
SD,Vienna town,42.2
SD,Antelope CDP,40.9
SD,Buffalo Gap town,39.8
SD,Herrick town,39.5
SD,Long Hollow CDP,39.3
SD,Camp Crook town,38.8
SD,Waubay city,36.3
SD,Lake Andes city,36.1
SD,Vermillion city,35.7
SD,Goodwill CDP,35.3
SD,North Eagle Butte CDP,35.2
SD,White River city,34.9
SD,Richland CDP,34.8
SD,Egan city,34
SD,Onaka town,33.3
SD,Edgemont city,31.8
SD,Veblen city,31
SD,Mansfield CDP,30.6
SD,McLaughlin city,29.1
SD,Sisseton city,28.9
SD,Agency Village CDP,28.8
SD,Monroe town,28.6
SD,Winner city,28.6
SD,Dupree city,28.4
SD,Peever town,27.9
SD,Grenville town,27.8
SD,Spencer city,27.4
SD,Summit town,27.2
SD,Hosmer city,27.1
SD,Cresbard town,27
SD,Webster city,26.9
SD,Willow Lake city,26.9
SD,Leola city,26.8
SD,Hetland town,25.8
SD,Raymond town,25.5
SD,Gregory city,25.1
SD,Ortley town,25
SD,Tripp city,24.4
SD,Huron city,24.3
SD,Sinai town,23.8
SD,Wagner city,23.5
SD,La Bolt town,23
SD,Roscoe city,22.4
SD,Whitewood city,22.4
SD,Keystone town,22.3
SD,Belvidere town,22.1
SD,Toronto town,22
SD,Madison city,21.9
SD,Newell city,21.8
SD,Wood town,21.7
SD,Yale town,21.4
SD,Stratford town,20.8
SD,Lemmon city,20.6
SD,Nisland town,19.7
SD,Brookings city,19.5
SD,Burke city,19.5
SD,Hot Springs city,19
SD,Revillo town,19
SD,New Effington town,18.8
SD,Flandreau city,18.5
SD,Blunt city,18.2
SD,Isabel town,18.2
SD,Wessington city,18.1
SD,Bushnell town,18
SD,Dimock town,18
SD,Lake Madison CDP,18
SD,Faith city,17.8
SD,Kadoka city,17.8
SD,Morristown town,17.8
SD,Timber Lake city,17.7
SD,Viborg city,17.6
SD,Hill City city,17.5
SD,Fairview town,17.3
SD,Frederick town,17.3
SD,Marion city,17.1
SD,Hoven town,16.9
SD,Yankton city,16.9
SD,Elkton city,16.8
SD,Gann Valley CDP,16.7
SD,Martin city,16.7
SD,Mission Hill town,16.6
SD,Mount Vernon city,16.6
SD,Central City city,16.5
SD,Springfield city,16.5
SD,Eureka city,16.3
SD,Utica town,16.3
SD,Java town,16.1
SD,Menno city,16.1
SD,Spearfish city,15.9
SD,Estelline city,15.8
SD,Sturgis city,15.8
SD,McIntosh city,15.6
SD,Nunda town,15.6
SD,Redfield city,15.6
SD,Trent town,15.5
SD,Bridgewater city,15.2
SD,Rapid City city,15.2
SD,Eden town,15.1
SD,Hermosa town,14.8
SD,Big Stone City city,14.7
SD,Emery city,14.7
SD,Irene city,14.7
SD,Carthage city,14.5
SD,Midland town,14.5
SD,Pukwana town,14.5
SD,Dallas town,14.3
SD,Agar town,14.1
SD,Pickstown town,14.1
SD,Tyndall city,14.1
SD,Custer city,14
SD,Rosholt town,14
SD,Colton city,13.9
SD,Hurley city,13.9
SD,Langford town,13.9
SD,Mitchell city,13.9
SD,Herreid city,13.7
SD,Astoria town,13.5
SD,New Underwood city,13.5
SD,Wakonda town,13.5
SD,Wentworth village,13.4
SD,Goodwin town,13.3
SD,Glenham town,13.2
SD,Murdo city,13
SD,Colman city,12.9
SD,De Smet city,12.9
SD,Hecla city,12.8
SD,Stickney town,12.8
SD,Mobridge city,12.7
SD,Canistota city,12.6
SD,White Lake city,12.6
SD,Lake City town,12.5
SD,Vale CDP,12.5
SD,Roslyn town,12.4
SD,Baltic city,12.3
SD,Kennebec town,12.3
SD,Davis town,12.2
SD,Sioux Falls city,12.1
SD,Aberdeen city,12
SD,Bonesteel city,12
SD,Brandt town,11.8
SD,Dell Rapids city,11.8
SD,Forestburg CDP,11.7
SD,Centerville city,11.6
SD,Pierre city,11.6
SD,Turton town,11.6
SD,Box Elder city,11.5
SD,Bristol city,11.5
SD,Mellette city,11.5
SD,Arlington city,11.4
SD,Belle Fourche city,11.4
SD,Chamberlain city,11.4
SD,Henry town,11.4
SD,Gary city,11.2
SD,Blackhawk CDP,11.1
SD,Strandburg town,11.1
SD,Watertown city,11.1
SD,Clark city,11
SD,Volin town,10.9
SD,Scotland city,10.6
SD,Selby city,10.4
SD,White city,10.4
SD,Ashland Heights CDP,10.3
SD,Colome city,10.3
SD,Dolton town,10.3
SD,Lead city,10.3
SD,Oacoma town,10.3
SD,Delmont city,10.2
SD,Letcher town,10.2
SD,Oelrichs town,10.2
SD,Artesian town,10.1
SD,Freeman city,10.1
SD,Harrisburg city,10.1
SD,Albee town,10
SD,Armour city,10
SD,Deadwood city,9.9
SD,Hazel town,9.9
SD,Kimball city,9.9
SD,Lennox city,9.9
SD,Mound City town,9.9
SD,Wilmot city,9.9
SD,North Spearfish CDP,9.8
SD,Bryant city,9.7
SD,Morningside CDP,9.7
SD,Philip city,9.7
SD,Pollock town,9.7
SD,Alpena town,9.6
SD,Bison town,9.6
SD,Wessington Springs city,9.6
SD,Orient town,9.5
SD,Cavour town,9.4
SD,Ree Heights town,9.4
SD,Salem city,9.4
SD,Geddes city,9.3
SD,Gettysburg city,9.3
SD,Miller city,9.3
SD,Tabor town,9.3
SD,Ashton city,9.2
SD,Lake Norden city,9.2
SD,Elk Point city,9.1
SD,Milbank city,9.1
SD,Parkston city,9.1
SD,Lake Preston city,9
SD,Summerset city,9
SD,Alexandria city,8.9
SD,Fort Pierre city,8.9
SD,Tulare town,8.9
SD,Badger town,8.8
SD,Corona town,8.8
SD,Castlewood city,8.7
SD,Frankfort city,8.7
SD,Wall town,8.6
SD,Hitchcock town,8.4
SD,Chancellor town,8.3
SD,Ramona town,8.3
SD,Reliance town,8.1
SD,Canova town,8
SD,Aurora town,7.9
SD,Highmore city,7.9
SD,Canton city,7.8
SD,Wolsey town,7.8
SD,Woonsocket city,7.8
SD,Corsica city,7.7
SD,Howard city,7.7
SD,Montrose city,7.5
SD,Iroquois city,7.4
SD,Meadow View Addition CDP,7.3
SD,Buffalo town,7.2
SD,Plankinton city,7.2
SD,Brandon city,6.8
SD,Colonial Pine Hills CDP,6.7
SD,Renner Corner CDP,6.7
SD,South Shore town,6.7
SD,Volga city,6.6
SD,Faulkton city,6.5
SD,North Sioux City city,6.5
SD,Florence town,6.4
SD,Ethan town,6.3
SD,Platte city,6.1
SD,Pringle town,6.1
SD,Conde city,6
SD,Ipswich city,6
SD,Gayville town,5.9
SD,Claremont town,5.8
SD,Brant Lake CDP,5.6
SD,Oldham city,5.6
SD,Pierpont town,5.6
SD,Bowdle city,5.5
SD,Alcester city,5.4
SD,Columbia city,5.3
SD,Dakota Dunes CDP,5.3
SD,New Witten town,5.3
SD,Britton city,5.2
SD,Garretson city,5.2
SD,Avon city,5.1
SD,Bradley town,5.1
SD,Clear Lake city,5.1
SD,Shindler CDP,5.1
SD,Claire City town,5
SD,Lesterville town,4.9
SD,Fruitdale town,4.8
SD,Onida city,4.7
SD,St. Lawrence town,4.7
SD,Anderson CDP,4.6
SD,Kranzburg town,4.5
SD,Piedmont city,4.5
SD,Rapid Valley CDP,4.3
SD,Draper town,4.2
SD,Parker city,4.2
SD,Jefferson city,4
SD,Brentford town,3.8
SD,Beresford city,3.7
SD,Fairfax town,3.6
SD,Hudson town,3.6
SD,Naples town,3.6
SD,Tea city,3.6
SD,Valley Springs city,3.4
SD,Hartford city,3.2
SD,Warner town,3.2
SD,Crooks city,2.9
SD,Green Valley CDP,2.8
SD,Fulton town,2.6
SD,Westport town,2.5
SD,Hayti town,2.4
SD,Presho city,2.3
SD,Quinn town,2.2
SD,Dante town,2
SD,Ward town,2
SD,Olivet town,1.9
SD,Wallace town,1.9
SD,Chester CDP,1.8
SD,Groton city,1.8
SD,Sherman town,1.3
SD,Harrold town,1
SD,Wasta town,1
SD,Humboldt town,0.9
SD,Worthing city,0.9
SD,Lake Poinsett CDP,0.7
SD,Akaska town,0
SD,Altamont town,0
SD,Artas town,0
SD,Aurora Center CDP,0
SD,Bancroft town,0
SD,Bath CDP,0
SD,Bath Corner CDP,0
SD,Blucksberg Mountain CDP,0
SD,Broadland town,0
SD,Bruce city,0
SD,Butler town,0
SD,Chelsea town,0
SD,Cottonwood town,0
SD,Cow Creek CDP,0
SD,Doland city,0
SD,Fairburn town,0
SD,Farmer town,0
SD,Fedora CDP,0
SD,Ferney CDP,0
SD,Garden City town,0
SD,Green Grass CDP,0
SD,Harrison CDP,0
SD,Interior town,0
SD,Johnson Siding CDP,0
SD,Kaylor CDP,0
SD,Lebanon town,0
SD,Lily town,0
SD,Long Lake town,0
SD,Loomis CDP,0
SD,Marvin town,0
SD,Milltown CDP,0
SD,Northville town,0
SD,Okaton CDP,0
SD,Pine Lakes Addition CDP,0
SD,Prairie City CDP,0
SD,Rockham town,0
SD,Running Water CDP,0
SD,St. Charles CDP,0
SD,St. Onge CDP,0
SD,Seneca town,0
SD,Storla CDP,0
SD,Tolstoy town,0
SD,Twin Brooks town,0
SD,Verdon town,0
SD,Vilas town,0
SD,Virgil town,0
SD,Vivian CDP,0
SD,Waverly CDP,0
SD,Wetonka town,0
SD,Winfred CDP,0
TN,Hickory Valley town,68.7
TN,Saulsbury town,62.3
TN,Sneedville town,58.5
TN,Copperhill city,54.9
TN,Gallaway city,50.5
TN,Jamestown city,50.5
TN,Cumberland Gap town,47.2
TN,Red Boiling Springs city,46.1
TN,Whiteville town,45.4
TN,Cumberland City town,43.6
TN,Iron City CDP,42.8
TN,Graysville town,42.4
TN,Stanton town,42.2
TN,New Tazewell town,41.2
TN,Gainesboro town,41.1
TN,Viola town,41.1
TN,Newport city,40.7
TN,Madisonville city,40.6
TN,Morrison town,40.3
TN,East Cleveland CDP,39.8
TN,Ripley city,39.2
TN,Lakewood Park CDP,38.1
TN,Big Sandy town,37.9
TN,Maury City town,37.1
TN,Linden town,36.6
TN,Trenton city,36.3
TN,Tellico Plains town,36.2
TN,Gates town,36.1
TN,Smithville city,36.1
TN,Erin city,35.9
TN,Byrdstown town,35.8
TN,Palmer town,35.8
TN,Dayton city,35.1
TN,Oliver Springs town,35.1
TN,Bolivar city,35
TN,Ethridge town,34.9
TN,Celina city,34.6
TN,Woodbury town,34.5
TN,Pikeville city,34.3
TN,Camden city,34.1
TN,Cookeville city,33.7
TN,Henning town,33.6
TN,Harriman city,33.4
TN,Lake City city,33.4
TN,Monterey town,33.4
TN,Philadelphia city,33.4
TN,Henderson city,33.3
TN,Somerville town,33.3
TN,Winfield town,33.2
TN,Tiptonville town,33.1
TN,Tracy City town,32.9
TN,Halls town,32.7
TN,Baxter town,32.6
TN,Scotts Hill town,32.4
TN,Walnut Grove CDP (Hardin County),32.4
TN,Fayetteville city,32.2
TN,Hunter CDP,32.2
TN,Rutledge town,32.1
TN,Toone town,32.1
TN,Erwin town,32
TN,La Follette city,31.9
TN,Spring City town,31.7
TN,Ridgely town,31.5
TN,Altamont town,31.3
TN,Dover city,31.2
TN,Wartburg city,31.2
TN,Roan Mountain CDP,31
TN,Baileyton town,30.9
TN,Martin city,30.8
TN,Whitwell city,30.8
TN,Beersheba Springs town,30.7
TN,Rockwood city,30.7
TN,Savannah city,30.7
TN,Robbins CDP,30.6
TN,Gleason town,30.3
TN,Livingston town,30.2
TN,Moscow city,30.2
TN,Luttrell town,30
TN,South Pittsburg city,30
TN,Huntingdon town,29.9
TN,Mountain City town,29.9
TN,Oneida town,29.9
TN,Gruetli-Laager city,29.8
TN,Jellico city,29.6
TN,Maynardville city,29.6
TN,Hohenwald city,29.5
TN,McMinnville city,29.4
TN,McKenzie city,29.3
TN,Tazewell town,29.3
TN,Athens city,29.2
TN,Covington city,29.2
TN,Henry town,29.2
TN,Crossville city,29.1
