Geographic Area,City,percent_completed_hs
NJ,Six Mile Run CDP,94.4
NJ,Yardville CDP,94.4
NJ,Laurence Harbor CDP,94.3
NJ,Robbinsville CDP,94.3
NJ,Smithville CDP,94.3
NJ,Summit city,94.3
NJ,Beckett CDP,94.2
NJ,Hillsdale borough,94.2
NJ,Matawan borough,94.2
NJ,Park Ridge borough,94.2
NJ,Stanhope borough,94.2
NJ,Wanamassa CDP,94.2
NJ,Hopatcong borough,94.1
NJ,Riverdale borough,94.1
NJ,Somerset CDP,94.1
NJ,Hoboken city,94
NJ,Old Tappan borough,94
NJ,Cresskill borough,93.9
NJ,Kingston CDP,93.9
NJ,North Haledon borough,93.9
NJ,Spotswood borough,93.9
NJ,Watchung borough,93.9
NJ,Woodstown borough,93.9
NJ,Franklin Park CDP,93.8
NJ,Glen Gardner borough,93.8
NJ,Green Knoll CDP,93.8
NJ,Society Hill CDP,93.8
NJ,Audubon borough,93.7
NJ,Lincoln Park borough,93.7
NJ,Mountain Lake CDP,93.7
NJ,Oaklyn borough,93.7
NJ,Pitman borough,93.7
NJ,West Belmar CDP,93.7
NJ,Highlands borough,93.6
NJ,Lavallette borough,93.6
NJ,Waretown CDP,93.6
NJ,Gibbsboro borough,93.5
NJ,Hampton borough,93.5
NJ,Millstone borough,93.5
NJ,Neptune City borough,93.5
NJ,Sewaren CDP,93.5
NJ,Clearbrook Park CDP,93.4
NJ,Norwood borough,93.4
NJ,Collingswood borough,93.3
NJ,Elmer borough,93.3
NJ,Monmouth Junction CDP,93.3
NJ,Oakhurst CDP,93.3
NJ,West Long Branch borough,93.3
NJ,Leonia borough,93.2
NJ,Marlton CDP,93.2
NJ,Maywood borough,93.2
NJ,Pedricktown CDP,93.2
NJ,Corbin City city,93.1
NJ,Paramus borough,93.1
NJ,Princeton Junction CDP,93.1
NJ,River Edge borough,93.1
NJ,Roebling CDP,93.1
NJ,Wood-Ridge borough,93.1
NJ,Beattystown CDP,93
NJ,Peapack and Gladstone borough,93
NJ,Belford CDP,92.9
NJ,Colonia CDP,92.9
NJ,East Rutherford borough,92.9
NJ,Helmetta borough,92.9
NJ,Lambertville city,92.9
NJ,Magnolia borough,92.9
NJ,Newfield borough,92.9
NJ,Allentown borough,92.8
NJ,Beachwood borough,92.8
NJ,Garwood borough,92.8
NJ,Fort Lee borough,92.7
NJ,Caldwell borough,92.6
NJ,Ocean Gate borough,92.6
NJ,Vernon Center CDP,92.6
NJ,White Horse CDP,92.6
NJ,Dumont borough,92.5
NJ,Griggstown CDP,92.5
NJ,Avenel CDP,92.4
NJ,Bloomingdale borough,92.4
NJ,Butler borough,92.4
NJ,North Middletown CDP,92.4
NJ,Presidential Lakes Estates CDP,92.4
NJ,Cliffwood Beach CDP,92.3
NJ,Hamburg borough,92.3
NJ,Ringwood borough,92.3
NJ,Rockaway borough,92.3
NJ,West Cape May borough,92.3
NJ,Glassboro borough,92.2
NJ,Hawthorne borough,92.2
NJ,Kendall Park CDP,92.2
NJ,Englewood Cliffs borough,92.1
NJ,Englishtown borough,92.1
NJ,Leisure Village East CDP,92.1
NJ,Fair Lawn borough,92
NJ,Harmony CDP,92
NJ,Old Bridge CDP,92
NJ,Westville borough,92
NJ,Estell Manor city,91.9
NJ,Forked River CDP,91.9
NJ,Mays Landing CDP,91.9
NJ,Toms River CDP,91.9
NJ,Emerson borough,91.8
NJ,Somerdale borough,91.8
NJ,Belmar borough,91.7
NJ,Boonton town,91.7
NJ,Clinton town,91.7
NJ,Woodbury Heights borough,91.7
NJ,Franklin borough,91.6
NJ,Oak Valley CDP,91.6
NJ,Roselle Park borough,91.6
NJ,Barrington borough,91.5
NJ,Bloomsbury borough,91.5
NJ,Somerville borough,91.5
NJ,Eatontown borough,91.4
NJ,Andover borough,91.3
NJ,Cape May city,91.3
NJ,Cherry Hill Mall CDP,91.3
NJ,New Milford borough,91.3
NJ,Palmyra borough,91.3
NJ,Belvidere town,91.2
NJ,Great Meadows CDP,91.2
NJ,New Egypt CDP,91.1
NJ,Northfield city,91.1
NJ,Pemberton Heights CDP,91.1
NJ,Ridgefield Park village,91
NJ,Mercerville CDP,90.9
NJ,Port Monmouth CDP,90.9
NJ,Washington borough,90.9
NJ,Middlesex borough,90.8
NJ,Sayreville borough,90.8
NJ,Wallington borough,90.8
NJ,Brigantine city,90.7
NJ,Dover Beaches South CDP,90.7
NJ,Highland Lakes CDP,90.7
NJ,Hi-Nella borough,90.7
NJ,Lawnside borough,90.7
NJ,Mullica Hill CDP,90.7
NJ,Pine Lake Park CDP,90.7
NJ,Lake Como borough,90.6
NJ,Alpha borough,90.4
NJ,Blackwood CDP,90.4
NJ,Echelon CDP,90.3
NJ,Little Ferry borough,90.3
NJ,North Cape May CDP,90.3
NJ,Wanaque borough,90.3
NJ,Pennsville CDP,90.2
NJ,Ridgefield borough,90.2
NJ,Brookfield CDP,90.1
NJ,National Park borough,90
NJ,North Arlington borough,90
NJ,Rahway city,90
NJ,Beach Haven West CDP,89.9
NJ,Northvale borough,89.9
NJ,Quinton CDP,89.9
NJ,Burlington city,89.8
NJ,Clementon borough,89.8
NJ,Gibbstown CDP,89.7
NJ,Upper Pohatcong CDP,89.7
NJ,Concordia CDP,89.6
NJ,Fords CDP,89.6
NJ,Port Reading CDP,89.6
NJ,Beverly city,89.5
NJ,Fieldsboro borough,89.5
NJ,Kenvil CDP,89.5
NJ,Netcong borough,89.5
NJ,Pemberton borough,89.5
NJ,Woodbridge CDP,89.5
NJ,Ellisburg CDP,89.4
NJ,Erma CDP,89.4
NJ,Iselin CDP,89.4
NJ,Madison Park CDP,89.4
NJ,Mount Ephraim borough,89.4
NJ,Mystic Island CDP,89.4
NJ,Bergenfield borough,89.3
NJ,Port Republic city,89.3
NJ,Stratford borough,89.3
NJ,Leisure Knoll CDP,89.2
NJ,Berlin borough,89.1
NJ,Florence CDP,89.1
NJ,Bellmawr borough,89
NJ,Singac CDP,89
NJ,Cape May Court House CDP,88.8
NJ,Englewood city,88.8
NJ,Bogota borough,88.7
NJ,Carlstadt borough,88.7
NJ,Manville borough,88.7
NJ,Woodland Park borough,88.7
NJ,Lakehurst borough,88.6
NJ,Runnemede borough,88.6
NJ,Somers Point city,88.6
NJ,South Amboy city,88.6
NJ,Williamstown CDP,88.6
NJ,Golden Triangle CDP,88.5
NJ,Paulsboro borough,88.5
NJ,Pine Hill borough,88.5
NJ,Delaware Park CDP,88.3
NJ,Dunellen borough,88.3
NJ,Merchantville borough,88.2
NJ,Port Colden CDP,88.2
NJ,Branchville borough,88.1
NJ,Cedarville CDP,88.1
NJ,Victory Lakes CDP,88.1
NJ,Bradley Beach borough,88
NJ,Ventnor City city,88
NJ,Cliffside Park borough,87.9
NJ,Voorhees CDP,87.9
NJ,White House Station CDP,87.9
NJ,Long Valley CDP,87.8
NJ,Elmwood Park borough,87.7
NJ,Leisure Village West CDP,87.7
NJ,North Wildwood city,87.7
NJ,Jamesburg borough,87.6
NJ,Absecon city,87.5
NJ,Clifton city,87.5
NJ,Cedar Glen Lakes CDP,87.4
NJ,Bayonne city,87.3
NJ,South Plainfield borough,87.3
NJ,Barnegat CDP,87.2
NJ,Country Lake Estates CDP,87.1
NJ,Folsom borough,87.1
NJ,Secaucus town,87.1
NJ,Shiloh borough,87.1
NJ,Roselle borough,87
NJ,Woodbury city,87
NJ,Clayton borough,86.9
NJ,Twin Rivers CDP,86.9
NJ,Fort Dix CDP,86.8
NJ,Hope CDP,86.7
NJ,Millville city,86.7
NJ,Hackensack city,86.6
NJ,Upper Stewartsville CDP,86.6
NJ,Hackettstown town,86.5
NJ,Swedesboro borough,86.5
NJ,Silver Ridge CDP,86.4
NJ,Union Beach borough,86.4
NJ,Crestwood Village CDP,86.3
NJ,Kenilworth borough,86.3
NJ,Hancocks Bridge CDP,86.2
NJ,Tuckerton borough,86.2
NJ,Palisades Park borough,86.1
NJ,West Wildwood borough,86.1
NJ,Brooklawn borough,86
NJ,East Franklin CDP,85.9
NJ,Juliustown CDP,85.8
NJ,Deal borough,85.7
NJ,Prospect Park borough,85.7
NJ,Jersey City city,85.5
NJ,Keyport borough,85.5
NJ,East Orange city,85.4
NJ,Glendora CDP,85.3
NJ,Holiday City South CDP,85.3
NJ,Manahawkin CDP,85.3
NJ,Totowa borough,85.2
NJ,Gloucester City city,85.1
NJ,Morristown town,85.1
NJ,Keansburg borough,85
NJ,Newton town,84.9
NJ,Bound Brook borough,84.8
NJ,Browns Mills CDP,84.8
NJ,Hammonton town,84.7
NJ,Linden city,84.4
NJ,North Plainfield borough,84.4
NJ,Carteret borough,84.3
NJ,Audubon Park borough,84.2
NJ,Long Branch city,84.1
NJ,Oxford CDP,84
NJ,Fairton CDP,83.9
NJ,Leisuretowne CDP,83.8
NJ,Cedar Glen West CDP,83.7
NJ,Garfield city,83.7
NJ,Hightstown borough,83.6
NJ,Rio Grande CDP,83.6
NJ,Sussex borough,83.6
NJ,Haledon borough,83.5
NJ,Pine Ridge at Crestwood CDP,83.5
NJ,Rockleigh borough,83.4
NJ,Rossmoor CDP,83.4
NJ,Kearny town,83.3
NJ,Leisure Village CDP,83.3
NJ,Lodi borough,83.2
NJ,Belleplain CDP,83.1
NJ,Carneys Point CDP,82.9
NJ,Teterboro borough,82.9
NJ,Collings Lakes CDP,82.7
NJ,Lindenwold borough,82.5
NJ,Wharton borough,82.5
NJ,Holiday City-Berkeley CDP,82.4
NJ,Victory Gardens borough,82.3
NJ,Asbury Park city,82
NJ,Villas CDP,82
NJ,Silver Lake CDP (Essex County),81.8
NJ,Blairstown CDP,81.5
NJ,Moonachie borough,81.4
NJ,Chesilhurst borough,80.9
NJ,Marksboro CDP,80.4
NJ,Pomona CDP,80.4
NJ,South Toms River borough,80.4
NJ,South River borough,80.2
NJ,Egg Harbor City city,80
NJ,Lakewood CDP,79.9
NJ,Wildwood city,79.7
NJ,Guttenberg town,79.3
NJ,Seaside Heights borough,79.3
NJ,Rosenhayn CDP,79.2
NJ,East Newark borough,79
NJ,Holiday Heights CDP,79
NJ,Red Bank borough,78.8
NJ,Phillipsburg town,78.2
NJ,Harrison town,77.9
NJ,Buena borough,77.8
NJ,Vineland city,76.4
NJ,Salem city,76.3
NJ,Freehold borough,76.1
NJ,Asbury CDP,76
NJ,Whitesboro CDP,75.9
NJ,Wrightstown borough,75.7
NJ,Fairview borough,75.6
NJ,Flemington borough,74.7
NJ,Port Norris CDP,74.7
NJ,Woodlynne borough,74.7
NJ,Laurel Lake CDP,73.9
NJ,West New York town,73
NJ,Elizabeth city,72.8
NJ,Newark city,72.3
NJ,Plainfield city,72.1
NJ,Paterson city,71.4
NJ,Dover town,71.2
NJ,Johnsonburg CDP,71.2
NJ,Trenton city,71
NJ,Pleasantville city,70.1
NJ,Atlantic City city,69.6
NJ,Elwood CDP,69
NJ,Perth Amboy city,67.9
NJ,Camden city,67.6
NJ,Union City city,67.4
NJ,Penns Grove borough,66.8
NJ,Passaic city,65.7
NJ,Clyde CDP,64.8
NJ,Byram Center CDP,64.3
NJ,Seabrook Farms CDP,62.3
NJ,New Brunswick city,61.6
NJ,Bridgeton city,61.5
NJ,Woodbine borough,61.3
NM,Canova CDP,
NM,Fence Lake CDP,
NM,Glenwood CDP,
NM,La Joya CDP,
NM,Lake Roberts CDP,
NM,Lower Frisco CDP,
NM,Moquino CDP,
NM,Newkirk CDP,
NM,Rivers CDP,
NM,Trout Valley CDP,
NM,Watrous CDP,
NM,Abeytas CDP,100
NM,Abiquiu CDP,100
NM,Alamillo CDP,100
NM,Anzac Village CDP,100
NM,Apache Creek CDP,100
NM,Aragon CDP,100
NM,Bluewater Village CDP,100
NM,Brazos CDP,100
NM,Caballo CDP,100
NM,Ca_ada de los Alamos CDP,100
NM,Ca_on CDP,100
NM,Cedro CDP,100
NM,City of the Sun CDP,100
NM,Cliff CDP,100
NM,Cobre CDP,100
NM,Conchas Dam CDP,100
NM,Datil CDP,100
NM,Duran CDP,100
NM,Eagle Nest village,100
NM,East Pecos CDP,100
NM,Ensenada CDP,100
NM,Escondida CDP,100
NM,Escudilla Bonita CDP,100
NM,Folsom village,100
NM,Galisteo CDP,100
NM,Garfield CDP,100
NM,Golden CDP,100
NM,Grenville village,100
NM,Hanover CDP,100
NM,Homestead CDP,100
NM,La Cueva CDP,100
NM,Lake Roberts Heights CDP,100
NM,La Madera CDP,100
NM,Los Luceros CDP,100
NM,Luis Lopez CDP,100
NM,Luna CDP,100
NM,Lyden CDP,100
NM,Madrid CDP,100
NM,Manzano CDP,100
NM,Mayhill CDP,100
NM,Nara Visa CDP,100
NM,Nogal CDP,100
NM,Pastura CDP,100
NM,Pecan Park CDP,100
NM,Pie Town CDP,100
NM,Pinos Altos CDP,100
NM,Playas CDP,100
NM,Pueblo CDP,100
NM,Pulpotio Bareas CDP,100
NM,Quemado CDP,100
NM,Rancho Grande CDP,100
NM,Regina CDP,100
NM,San Antonio CDP,100
NM,San Antonito CDP (Socorro County),100
NM,Sandia Park CDP,100
NM,San Lorenzo CDP,100
NM,San Mateo CDP,100
NM,San Pedro CDP,100
NM,Seboyeta CDP,100
NM,Sunshine CDP,100
NM,Torreon CDP (Torrance County),100
NM,Twin Forks CDP,100
NM,University Park CDP,100
NM,Ute Park CDP,100
NM,Veguita CDP,100
NM,Velarde CDP,100
NM,Whites City CDP,100
NM,Windmill CDP,100
NM,Young Place CDP,100
NM,White Sands CDP,99.6
NM,Sandia Heights CDP,99.3
NM,Sandia Knolls CDP,99.3
NM,Holloman AFB CDP,99.2
NM,Red River town,99.2
NM,Cannon AFB CDP,98.9
NM,Sedillo CDP,98.9
NM,Taos Ski Valley village,98.8
NM,Mimbres CDP,98.7
NM,San Antonito CDP (Bernalillo County),98.7
NM,Jemez Springs village,98.5
NM,Eldorado at Santa Fe CDP,98.4
NM,Lamy CDP,98.3
NM,La Huerta CDP,98.2
NM,Placitas CDP (Sandoval County),98.2
NM,White Rock CDP,98.2
NM,White Signal CDP,98
NM,Manzano Springs CDP,97.5
NM,Ponderosa Pine CDP,97.4
NM,Cedar Grove CDP,97.3
NM,Edgewood town,97.2
NM,Los Alamos CDP,97.2
NM,Seama CDP,97.2
NM,La Plata CDP,97.1
NM,High Rolls CDP,96.7
NM,Sombrillo CDP,96.6
NM,Arroyo Hondo CDP,96.5
NM,Rowe CDP,96.3
NM,Angel Fire village,96
NM,Tse Bonito CDP,95.8
NM,Cochiti Lake CDP,95.7
NM,Cochiti CDP,95.5
NM,Pueblo of Sandia Village CDP,95.4
NM,North Hurley CDP,95.1
NM,Coyote CDP,94.8
NM,Las Nutrias CDP,94.8
NM,Rosedale CDP,94.8
NM,Talpa CDP,94.6
NM,Corona village,94.4
NM,Tesuque CDP,94.4
NM,Truchas CDP,94.4
NM,Chupadero CDP,94.3
NM,Corrales village,94.3
NM,Los Ranchos de Albuquerque village,94.3
NM,Paradise Hills CDP,94.3
NM,Mora CDP,94.1
NM,Paguate CDP,94.1
NM,Encinal CDP,93.7
NM,Las Maravillas CDP,93.7
NM,Santa Ana Pueblo CDP,93.6
NM,Middle Frisco CDP,93.5
NM,Mesita CDP,93.4
NM,Cuartelez CDP,93.2
NM,Springer town,93.2
NM,El Rito CDP,93
NM,Rio Rancho city,93
NM,Cloudcroft village,92.9
NM,Taos Pueblo CDP,92.6
NM,Ruidoso village,92.4
NM,Chili CDP,92.3
NM,Rio Communities CDP,92.1
NM,Alcalde CDP,91.7
NM,Encino village,91.7
NM,La Mesilla CDP,91.7
NM,Williamsburg village,91.7
NM,Virden village,91.4
NM,Jaconita CDP,91.3
NM,Melrose village,91.3
NM,Tome CDP,91.3
NM,Cedar Hill CDP,91.2
NM,Los Ojos CDP,91.2
NM,Animas CDP,91.1
NM,Mesilla town,90.9
NM,Logan village,90.3
NM,Arenas Valley CDP,90.2
NM,La Jara CDP,90.2
NM,South Acomita Village CDP,90.2
NM,Cedar Crest CDP,90.1
NM,Tyrone CDP,90
NM,Capitan village,89.9
NM,Blanco CDP,89.7
NM,Boles Acres CDP,89.7
NM,Bosque Farms village,89.7
NM,Cruzville CDP,89.6
NM,Jemez Pueblo CDP,89.6
NM,Timberon CDP,89.6
NM,Arroyo Seco CDP,89.3
NM,Edith Endave CDP,89.3
NM,Jacona CDP,89.3
NM,Kirtland CDP,89.1
NM,Las Palomas CDP,89.1
NM,Santa Clara Pueblo CDP,89.1
NM,Tijeras village,89.1
NM,Albuquerque city,89
NM,El Rancho CDP,88.9
NM,Alamogordo city,88.8
NM,Paraje CDP,88.5
NM,Taos town,88.5
NM,Laguna CDP,88.3
NM,Nambe CDP,88.2
NM,Skyline-Ganipa CDP,88.2
NM,Crystal CDP,88.1
NM,Des Moines village,88.1
NM,McIntosh CDP,88.1
NM,Ohkay Owingeh CDP,88.1
NM,Rock Springs CDP,88.1
NM,Indian Hills CDP,87.9
NM,Hurley town,87.7
NM,Los Lunas village,87.7
NM,Polvadera CDP,87.6
NM,Buckhorn CDP,87.5
NM,Navajo Dam CDP,87.5
NM,Pleasanton CDP,87.5
NM,Elephant Butte city,87.3
NM,Lake Sumner CDP,87.2
NM,Rodeo CDP,87.2
NM,San Ildefonso Pueblo CDP,87.1
NM,Dulce CDP,87
NM,Dora village,86.8
NM,North Valley CDP,86.6
NM,Waterflow CDP,86.6
NM,Farmington city,86.5
NM,La Cienega CDP,86.5
NM,Causey village,86.4
NM,Chimayo CDP,86.4
NM,Lumberton CDP,86.4
NM,Naschitti CDP,86.3
NM,West Hammond CDP,86.3
NM,Cuyamungue CDP,86.1
NM,Magdalena village,85.8
NM,Nenahnezad CDP,85.7
NM,Santa Fe city,85.7
NM,Carlsbad city,85.6
NM,Newcomb CDP,85.6
NM,Rio Lucio CDP,85.6
NM,Las Cruces city,85.5
NM,Ojo Amarillo CDP,85.5
NM,Los Chaves CDP,85.3
NM,Chama village,85.2
NM,El Cerro CDP,85.1
NM,Gila CDP,85.1
NM,Shiprock CDP,85
NM,Algodones CDP,84.9
NM,Pojoaque CDP,84.7
NM,Black Rock CDP,84.5
NM,Nadine CDP,84.5
NM,Organ CDP,84.5
NM,Pueblo Pintado CDP,84.5
NM,Raton city,84.5
NM,Zia Pueblo CDP,84.5
NM,House village,84.2
NM,Bibo CDP,84.1
NM,Acomita Lake CDP,84
NM,Pueblito CDP,84
NM,Carrizozo town,83.9
NM,Fort Sumner village,83.9
NM,Ribera CDP,83.7
NM,Capulin CDP,83.6
NM,Mosquero village,83.3
NM,North Hobbs CDP,83.2
NM,Yah-ta-hey CDP,83.2
NM,Cimarron village,83.1
NM,Los Cerrillos CDP,83
NM,Portales city,82.9
NM,Sheep Springs CDP,82.9
NM,Aztec city,82.8
NM,Tierra Amarilla CDP,82.7
NM,Questa village,82.6
NM,Crownpoint CDP,82.5
NM,Canjilon CDP,82.4
NM,Peralta town,82.4
NM,San Ysidro village,82.4
NM,Truth or Consequences city,82.2
NM,Anton Chico CDP,82.1
NM,Ponderosa CDP,82.1
NM,Roy village,82.1
NM,Chical CDP,82
NM,Moriarty city,82
NM,Sausal CDP,82
NM,Silver City town,81.9
NM,Artesia city,81.8
NM,Clovis city,81.8
NM,Puerto de Luna CDP,81.8
NM,Tularosa village,81.7
NM,La Luz CDP,81.5
NM,La Mesa CDP,81.5
NM,Vaughn town,81.5
NM,Cuba village,81.4
NM,Bent CDP,81.3
NM,Pe_asco CDP,81.3
NM,San Acacia CDP,81.3
NM,Tucumcari city,81.3
NM,El Valle de Arroyo Seco CDP,81.2
NM,San Rafael CDP,81.1
NM,Pecos village,80.9
NM,Reserve village,80.9
NM,Santa Teresa CDP,80.8
NM,Tohatchi CDP,80.7
NM,Adelino CDP,80.6
NM,Vadito CDP,80.6
NM,Fairacres CDP,80.5
NM,Pajarito Mesa CDP,80.5
NM,Valencia CDP,80.5
NM,Roswell city,80.3
NM,Beclabito CDP,80.1
NM,Bernalillo town,80.1
NM,Bluewater Acres CDP,79.9
NM,Gallup city,79.9
NM,Pueblitos CDP,79.8
NM,Jarales CDP,79.7
NM,Grants city,79.5
NM,Bloomfield city,79.4
NM,Mescalero CDP,79.4
NM,Mountainair town,79.4
NM,Highland Meadows CDP,79.3
NM,La Villita CDP,79.1
NM,Chamisal CDP,78.8
NM,Cubero CDP,78.8
NM,Flora Vista CDP,78.2
NM,Ramah CDP,78.2
NM,Twin Lakes CDP,78.1
NM,Spencerville CDP,77.9
NM,Upper Fruitland CDP,77.8
NM,Radium Springs CDP,77.7
NM,Espa_ola city,77.6
NM,Carnuel CDP,77.2
NM,Hachita CDP,77.2
NM,Agua Fria CDP,77.1
NM,Church Rock CDP,77
NM,Do_a Ana CDP,76.9
NM,Belen city,76.6
NM,North Acomita Village CDP,76.5
NM,Tesuque Pueblo CDP,76.5
NM,Las Vegas city,76.4
NM,Cuyamungue Grant CDP,76.3
NM,Willard village,76.3
NM,San Pablo CDP,76.2
NM,Maxwell village,75.7
NM,Pinehill CDP,75.7
NM,Nakaibito CDP,75.5
NM,Bayard city,75.4
NM,Pe_a Blanca CDP,75.4
NM,Isleta Village Proper CDP,75.3
NM,Brimhall Nizhoni CDP,75.2
NM,Santa Rosa city,75.2
NM,Glorieta CDP,75.1
NM,La Puebla CDP,75.1
NM,Clayton town,74.8
NM,Ranchos de Taos CDP,74.6
NM,Thoreau CDP,74.6
NM,Lemitar CDP,74.5
NM,Keeler Farm CDP,74.4
NM,Casa Colorada CDP,74.1
NM,Navajo CDP,73.9
NM,San Jose CDP (Rio Arriba County),73.8
NM,Hagerman town,73.6
NM,Hillsboro CDP,73.6
NM,San Cristobal CDP,72.9
NM,San Felipe Pueblo CDP,72.8
NM,Santa Clara village,72.8
NM,Hobbs city,72.7
NM,Jal city,72.6
NM,Ventura CDP,72.4
NM,Zuni Pueblo CDP,72.4
NM,Lee Acres CDP,72.3
NM,Rio en Medio CDP,72.2
NM,Socorro city,72.1
NM,Santo Domingo Pueblo CDP,71.3
NM,Lordsburg city,71.2
NM,South Valley CDP,70.8
NM,Villanueva CDP,70.5
NM,Monument CDP,70.4
NM,Texico city,70.4
NM,North Light Plant CDP,70.1
NM,Eunice city,69.8
NM,Floyd village,69.8
NM,North San Ysidro CDP,69.7
NM,Picuris Pueblo CDP,69.6
NM,San Jon village,69.6
NM,Loving village,69.5
NM,Napi Headquarters CDP,69.1
NM,Santa Cruz CDP,69
NM,Livingston Wheeler CDP,68.9
NM,San Jose CDP (San Miguel County),68.8
NM,La Union CDP,68.7
NM,Torreon CDP (Sandoval County),68.7
NM,McCartys Village CDP,68.6
NM,Wagon Mound village,68.5
NM,Grady village,68.3
NM,Oasis CDP,68.1
NM,Ruidoso Downs city,68.1
NM,Elida town,67.7
NM,Sanostee CDP,67.7
NM,Weed CDP,67.4
NM,Hot Springs Landing CDP,67.3
NM,Glen Acres CDP,67.2
NM,Meadow Lake CDP,66.8
NM,Happy Valley CDP,66.7
NM,Deming city,66.3
NM,Cordova CDP,66.2
NM,San Miguel CDP,66.1
NM,Tatum town,65.9
NM,Chamberino CDP,65.8
NM,Milan village,65.7
NM,El Duende CDP,65.5
NM,Atoka CDP,65.2
NM,Midway CDP,64.9
NM,Sena CDP,64.8
NM,Mesquite CDP,64.6
NM,Lovington city,64.5
NM,Dixon CDP,63.4
NM,Lake Arthur town,63.3
NM,Chamita CDP,61.9
NM,Dexter town,61.6
NM,Sacramento CDP,61.5
NM,La Hacienda CDP,61.3
NM,El Cerro Mission CDP,60.7
NM,Estancia town,60.6
NM,Nageezi CDP,59.6
NM,San Ysidro CDP,59.5
NM,Anthony city,58.6
NM,Chaparral CDP,58.2
NM,Peak Place CDP,58
NM,Hope village,57.7
NM,Gallina CDP,57.2
NM,Alamo CDP,56.2
NM,Mountain View CDP,55.7
NM,Madrone CDP,55.3
NM,Hernandez CDP,55.2
NM,Winston CDP,55
NM,Malaga CDP,54.5
NM,Sunland Park city,54.4
NM,Soham CDP,54.3
NM,Youngsville CDP,51.7
NM,Lake Valley CDP,51.6
NM,Vado CDP,51.3
NM,Llano del Medio CDP,51
NM,Chamizal CDP,50
NM,Chilili CDP,50
NM,Cotton City CDP,50
NM,Orogrande CDP,50
NM,Hatch village,48.9
NM,Costilla CDP,45
NM,Arrey CDP,42.6
NM,Columbus village,39.1
NM,Morningside CDP,38
NM,Ca_ones CDP,35
NM,Monterey Park CDP,33.4
NM,Faywood CDP,31
NM,Berino CDP,29
NM,San Luis CDP,27.6
NM,Cundiyo CDP,27.3
NM,Rodey CDP,26.4
NM,Tecolote CDP,23.3
NM,Salem CDP,17.1
NM,Tecolotito CDP,15.5
NM,Placitas CDP (Do_a Ana County),15.3
NM,San Fidel CDP,8.3
NM,Kingston CDP,0
NM,Loco Hills CDP,0
NM,Pinon CDP,0
NM,Rincon CDP,0
NM,Tajique CDP,0
NV,Oasis CDP,
NV,Beaverdam CDP,100
NV,Bennett Springs CDP,100
NV,Crystal Bay CDP,100
NV,Denio CDP,100
NV,Dry Valley CDP,100
NV,Empire CDP,100
NV,Glenbrook CDP,100
NV,Hiko CDP,100
NV,Humboldt River Ranch CDP,100
NV,Imlay CDP,100
NV,Kingston CDP,100
NV,Lakeridge CDP,100
NV,Lamoille CDP,100
NV,Logan Creek CDP,100
NV,Lund CDP,100
NV,Mount Charleston CDP,100
NV,Mount Wilson CDP,100
NV,Nelson CDP,100
NV,Paradise Valley CDP,100
NV,Preston CDP,100
NV,Rachel CDP,100
NV,Silver Peak CDP,100
NV,Skyland CDP,100
NV,Unionville CDP,100
NV,Valmy CDP,100
NV,Virginia City CDP,99.4
NV,Genoa CDP,99.3
NV,Double Spring CDP,98.8
NV,Nellis AFB CDP,98.8
NV,Fallon Station CDP,98.4
NV,Kingsbury CDP,97.6
NV,Washoe Valley CDP,97.4
NV,Fish Springs CDP,97
NV,Mogul CDP,96.9
NV,Blue Diamond CDP,96.8
NV,Round Hill Village CDP,96
NV,Panaca CDP,95.7
NV,Walker Lake CDP,95.6
NV,Summerlin South CDP,95.2
NV,Johnson Lane CDP,95
NV,Topaz Lake CDP,94.8
NV,Gardnerville Ranchos CDP,94.5
NV,Incline Village CDP,94.4
NV,Ruth CDP,94.4
NV,Gabbs CDP,93.7
NV,Smith Valley CDP,93.5
NV,Boulder City city,93.3
NV,Minden CDP,93
NV,Spring Creek CDP,92.9
NV,Zephyr Cove CDP,92.9
NV,Eureka CDP,92.8
NV,Ruhenstroth CDP,92.8
NV,Henderson city,92.7
NV,Moapa Valley CDP,92.7
NV,Spanish Springs CDP,92.4
NV,Alamo CDP,92.3
NV,Enterprise CDP,91.6
NV,Gardnerville CDP,91.5
NV,Verdi CDP,91.5
NV,Goldfield CDP,91.2
NV,Osino CDP,91.1
NV,Sutcliffe CDP,91
NV,Fallon city,90.3
NV,Indian Springs CDP,90.2
NV,East Valley CDP,89.9
NV,Carlin city,89.7
NV,Indian Hills CDP,89.3
NV,Topaz Ranch Estates CDP,89.3
NV,Cold Springs CDP,89
NV,Tonopah CDP,88.1
NV,Fernley city,88
NV,Lemmon Valley CDP,87.9
NV,Golden Valley CDP,87.8
NV,Laughlin CDP,87.7
NV,Spring Valley CDP,87.5
NV,Wadsworth CDP,87.5
NV,Gerlach CDP,87.4
NV,Hawthorne CDP,87.4
NV,Crescent Valley CDP,87
NV,Carson City,86.8
NV,Bunkerville CDP,86.7
NV,Mesquite city,86.7
NV,Caliente city,86.6
NV,Dyer CDP,86.4
NV,Dayton CDP,86.1
NV,Reno city,85.7
NV,Carter Springs CDP,85.6
NV,Sparks city,85.5
NV,Pahrump CDP,85.2
NV,Winnemucca city,85.1
NV,Ely city,84.3
NV,Ursine CDP,84.3
NV,Elko city,84.2
NV,Paradise CDP,84
NV,McGill CDP,83.9
NV,Lovelock city,83.7
NV,Sandy Valley CDP,83.7
