Geographic Area,City,percent_completed_hs
IL,Henning village,92.2
IL,Island Lake village,92.2
IL,Ladd village,92.2
IL,Long Creek village,92.2
IL,Long Point village,92.2
IL,Shelbyville city,92.2
IL,Collinsville city,92.1
IL,East Peoria city,92.1
IL,Findlay village,92.1
IL,Freeburg village,92.1
IL,Hennepin village,92.1
IL,North Aurora village,92.1
IL,North Utica village,92.1
IL,Rock City village,92.1
IL,Sadorus village,92.1
IL,Chandlerville village,92
IL,Dupo village,92
IL,Gillespie city,92
IL,Hainesville village,92
IL,Ipava village,92
IL,Knoxville city,92
IL,Marine village,92
IL,Media village,92
IL,Park Forest village,92
IL,Ridge Farm village,92
IL,Tiskilwa village,92
IL,Warrensburg village,92
IL,Willowbrook CDP,92
IL,Bethany village,91.9
IL,Bradford village,91.9
IL,Colchester city,91.9
IL,Como CDP,91.9
IL,Fairview Heights city,91.9
IL,Farmington city,91.9
IL,Kaneville village,91.9
IL,Lakemoor village,91.9
IL,Lostant village,91.9
IL,Ohlman village,91.9
IL,Orland Hills village,91.9
IL,Potomac village,91.9
IL,Princeville village,91.9
IL,Tonica village,91.9
IL,Viola village,91.9
IL,Atlanta city,91.8
IL,Bartelso village,91.8
IL,Belle Rive village,91.8
IL,Country Club Hills city,91.8
IL,Farmer City city,91.8
IL,Hoffman Estates village,91.8
IL,Morrisonville village,91.8
IL,Raleigh village,91.8
IL,Seymour CDP,91.8
IL,Virginia city,91.8
IL,West Peoria city,91.8
IL,Armington village,91.7
IL,Breese city,91.7
IL,Forest Lake CDP,91.7
IL,Golden village,91.7
IL,Hamilton city,91.7
IL,Highland city,91.7
IL,Montgomery village,91.7
IL,Rapids City village,91.7
IL,South Wilmington village,91.7
IL,Sparta city,91.7
IL,Stonington village,91.7
IL,Waverly city,91.7
IL,Wilmington city,91.7
IL,Alexis village,91.6
IL,Alhambra village,91.6
IL,Diamond village,91.6
IL,Hooppole village,91.6
IL,Livingston village,91.6
IL,Millstadt village,91.6
IL,Oak Forest city,91.6
IL,Palos Hills city,91.6
IL,Southern View village,91.6
IL,Tilton village,91.6
IL,Wataga village,91.6
IL,Andalusia village,91.5
IL,Emden village,91.5
IL,Itasca village,91.5
IL,Ivesdale village,91.5
IL,Lincolnwood village,91.5
IL,Marissa village,91.5
IL,Millington village,91.5
IL,Steeleville village,91.5
IL,Warrenville city,91.5
IL,Detroit village,91.4
IL,McHenry city,91.4
IL,Metamora village,91.4
IL,Milan village,91.4
IL,Oblong village,91.4
IL,Orion village,91.4
IL,Sesser city,91.4
IL,Trenton city,91.4
IL,Albers village,91.3
IL,Bone Gap village,91.3
IL,Brighton village,91.3
IL,Gardner village,91.3
IL,Harristown village,91.3
IL,Kampsville village,91.3
IL,Kinsman village,91.3
IL,Scales Mound village,91.3
IL,Braidwood city,91.2
IL,Energy village,91.2
IL,Hazel Crest village,91.2
IL,Knollwood CDP,91.2
IL,Latham village,91.2
IL,Sigel town,91.2
IL,Yates City village,91.2
IL,Bloomingdale village,91.1
IL,Chadwick village,91.1
IL,Crestwood village,91.1
IL,Emington village,91.1
IL,Flanagan village,91.1
IL,Neponset village,91.1
IL,Winchester city,91.1
IL,Biggsville village,91
IL,Brussels village,91
IL,Chesterfield village,91
IL,Crystal Lawns CDP,91
IL,Dahlgren village,91
IL,Franklin Grove village,91
IL,Quincy city,91
IL,Radom village,91
IL,Red Bud city,91
IL,Cissna Park village,90.9
IL,Hindsboro village,90.9
IL,Hoffman village,90.9
IL,Palatine village,90.9
IL,Saybrook village,90.9
IL,Spring Bay village,90.9
IL,Spring Valley city,90.9
IL,Villa Park village,90.9
IL,Cambridge village,90.8
IL,Carrollton city,90.8
IL,Donovan village,90.8
IL,Garden Prairie CDP,90.8
IL,Harvel village,90.8
IL,Morton Grove village,90.8
IL,Springfield city,90.8
IL,Staunton city,90.8
IL,Thornton village,90.8
IL,Apple Canyon Lake CDP,90.7
IL,Buckley village,90.7
IL,Camden village,90.7
IL,Coulterville village,90.7
IL,Dwight village,90.7
IL,Glenwood village,90.7
IL,Lanark city,90.7
IL,Loami village,90.7
IL,Longview village,90.7
IL,Rome CDP,90.7
IL,Scottville village,90.7
IL,Weldon village,90.7
IL,Concord village,90.6
IL,East Galesburg village,90.6
IL,Effingham city,90.6
IL,Fairbury city,90.6
IL,Hammond village,90.6
IL,Jerseyville city,90.6
IL,Kirkwood village,90.6
IL,Palestine village,90.6
IL,Pearl City village,90.6
IL,Tennessee village,90.6
IL,Tuscola city,90.6
IL,East Dubuque city,90.5
IL,Henry city,90.5
IL,Kingston Mines village,90.5
IL,Littleton village,90.5
IL,Redmon village,90.5
IL,Sibley village,90.5
IL,Tampico village,90.5
IL,Carol Stream village,90.4
IL,Chrisman city,90.4
IL,Galva city,90.4
IL,Indianola village,90.4
IL,Medora village,90.4
IL,Mount Carmel city,90.4
IL,Murrayville village,90.4
IL,Pekin city,90.4
IL,Saunemin village,90.4
IL,Windsor village,90.4
IL,Alton city,90.3
IL,Bethalto village,90.3
IL,Carlyle city,90.3
IL,Loves Park city,90.3
IL,Marion city,90.3
IL,Melvin village,90.3
IL,Mill Creek village,90.3
IL,Mount Auburn village,90.3
IL,Oregon city,90.3
IL,Pierron village,90.3
IL,Symerton village,90.3
IL,Troy Grove village,90.3
IL,White City village,90.3
IL,Carthage city,90.2
IL,Fillmore village,90.2
IL,Hettick village,90.2
IL,La Moille village,90.2
IL,Morris city,90.2
IL,Versailles village,90.2
IL,Wood River city,90.2
IL,Bulpitt village,90.1
IL,Crab Orchard CDP,90.1
IL,Dallas City city,90.1
IL,Essex village,90.1
IL,Illiopolis village,90.1
IL,Mansfield village,90.1
IL,Warsaw city,90.1
IL,Apple River village,90
IL,Bunker Hill city,90
IL,Davis village,90
IL,Elkhart village,90
IL,Hecker village,90
IL,Woodlawn village,90
IL,Wyanet village,90
IL,Brocton village,89.9
IL,Campbell Hill village,89.9
IL,Kirkland village,89.9
IL,Oak Lawn village,89.9
IL,Paw Paw village,89.9
IL,Prairie du Rocher village,89.9
IL,Walnut village,89.9
IL,Atkinson town,89.8
IL,Benld city,89.8
IL,Compton village,89.8
IL,Dorchester village,89.8
IL,Girard city,89.8
IL,Malta village,89.8
IL,Mechanicsburg village,89.8
IL,Midlothian village,89.8
IL,Mount Olive city,89.8
IL,Moweaqua village,89.8
IL,Orangeville village,89.8
IL,San Jose village,89.8
IL,Shabbona village,89.8
IL,Westfield village,89.8
IL,West Point village,89.8
IL,Winthrop Harbor village,89.8
IL,Arlington village,89.7
IL,Fox Lake village,89.7
IL,Herrin city,89.7
IL,Joy village,89.7
IL,Mount Prospect village,89.7
IL,Niantic village,89.7
IL,Oglesby city,89.7
IL,Seaton village,89.7
IL,Belle Prairie City town,89.6
IL,Chapin village,89.6
IL,St. David village,89.6
IL,South Beloit city,89.6
IL,Worden village,89.6
IL,Lansing village,89.5
IL,Ludlow village,89.5
IL,Newman city,89.5
IL,Norwood village,89.5
IL,Skokie village,89.5
IL,Toledo village,89.5
IL,Towanda village,89.5
IL,Albany village,89.4
IL,Atwood village,89.4
IL,Bellevue village,89.4
IL,Chillicothe city,89.4
IL,Holiday Hills village,89.4
IL,New Athens village,89.4
IL,Nokomis city,89.4
IL,St. Johns village,89.4
IL,Wauconda village,89.4
IL,Williamson village,89.4
IL,Beach Park village,89.3
IL,Beckemeyer village,89.3
IL,Boulder Hill CDP,89.3
